fewsid;code;naam;b_datum;e_datum;aquo;aquoid;WNA.oeverplantensoorten;datum;geslacht;author;beschermingsstatus.florafaunawet;WNA.habitatvoorkeur.vis;taxoncode;TWN.taxongroup;WNA.fytoplankton.groep;parentname;levensvorm;WNA.migratiegilde.vis;WNA.zuurstoftolerante.vis;WNA.kroossoorten;WNA.emerse.plantensoorten;check_2;TWN.taxonlevel;WNA.toxische.blauwalg;check1;WNA.reynolds.groep.cyanobacterieen;WNA.nederlandse.soortnaam;status;WNA.plantminnendheid.vis;WNA.fytoplankton.subgroep;refername;alleendrogeoever;WNA.onderwaterplantensoorten;WNA.soorten.met.drijvend.blad;WNA.stromingsgilde.vis;TWN.taxontype
17774;Staurastrum cristatum;Staurastrum cristatum;1-1-1981;1-1-2015;;;;15-12-2015;Staurastrum;(C.W. Nägeli 1849) W. Archer in A. Pritchard 1861;;;STUMCRIS;DESMI;Overige;;cel;;;;;;Species;0;;;;92;;Desmidiaceae;;;;;;FYTPT
17775;Staurastrum cristatum [1];Staurastrum cristatum [1];1-1-1981;;;;;4-3-2014;Staurastrum;(C.W. Nägeli 1849) W. Archer in A. Pritchard 1861 s.str.;;;STUMCRIT;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17776;Staurastrum cristatum [2];Staurastrum cristatum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.J. Jacobsen 1875-1876;;;STUMCRIA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17777;Staurastrum cristatum [3];Staurastrum cristatum [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu W. West 1892;;;STUMCRIU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17778;Staurastrum cristatum var. cristatum [1];Staurastrum cristatum var. cristatum [1];1-1-1981;;;;;4-3-2014;Staurastrum;(C.W. Nägeli 1849) W. Archer in A. Pritchard 1861 s.str.;;;STUMCRCS;DESMI;Overige;Staurastrum cristatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17779;Staurastrum cristatum var. cristatum [2];Staurastrum cristatum var. cristatum [2];1-1-1981;;;;;15-12-2015;Staurastrum;sensu J. Ružicka 1972;;;STUMCRCT;DESMI;Overige;Staurastrum cristatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17780;Staurastrum cristatum var. cristatum [3];Staurastrum cristatum var. cristatum [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel et J. Meesters 2007;;;STUMCRCA;DESMI;Overige;Staurastrum cristatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17781;Staurastrum cristatum var. cuneatum [1];Staurastrum cristatum var. cuneatum [1];1-1-1981;;;;;4-3-2014;Staurastrum;T. Hinode 1967 in P.F.M. Coesel 1996 s.str.;;;STUMCRCN;DESMI;Overige;Staurastrum cristatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17782;Staurastrum cristatum var. cuneatum [2];Staurastrum cristatum var. cuneatum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1996 cum icone;;;STUMCRCE;DESMI;Overige;Staurastrum cristatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17783;Staurastrum cristatum var. navigiolum [2];Staurastrum cristatum var. navigiolum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1996;;;STUMCRNI;DESMI;Overige;Staurastrum cristatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17784;Staurastrum cyathiforme [1];Staurastrum cyathiforme [1];1-1-1981;;;;;4-3-2014;Staurastrum;(W. West et G.S. West 1895) I.G.R. Cedergren 1932 s.str.;;;STUMCYAT;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17785;Staurastrum cyathiforme [2];Staurastrum cyathiforme [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu W. West et G.S. West 1902 (sub Staurastrum gracile var. cyathiforme);;;STUMCYAH;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17786;Staurastrum cyrtocerum [1];Staurastrum cyrtocerum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson ex J. Ralfs 1848;;;STUMCYRO;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17787;Staurastrum cyrtocerum [3];Staurastrum cyrtocerum [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu H.L. Skuja 1928;;;STUMCYRE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17788;Staurastrum cyrtocerum var. cyrtocerum [1];Staurastrum cyrtocerum var. cyrtocerum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson ex J. Ralfs 1848;;;STUMCYCY;DESMI;Overige;Staurastrum cyrtocerum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17789;Staurastrum dejectum;Staurastrum dejectum;1-1-1981;;;;;25-11-2008;Staurastrum;(L.A. De Brébisson 1835) L.A. De Brébisson 1840 ex J. Ralfs 1848*;;;STUMDEJE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17790;Staurastrum diacanthum;Staurastrum diacanthum;1-1-1981;;;;;4-3-2014;Staurastrum;A. Lemaire 1889;;;STUMDIAC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17791;Staurastrum dilatatum;Staurastrum dilatatum;1-1-1981;;;;;25-11-2008;Staurastrum;C.G. Ehrenberg 1838 ex J. Ralfs 1848;;;STUMDILA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17792;Staurastrum dimazum;Staurastrum dimazum;1-1-1981;;;;;4-3-2014;Staurastrum;(J. Lütkemüller 1910) R.L. Grönblad 1920;;;STUMDIMA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17793;Staurastrum dimazum var. elegantius;Staurastrum dimazum var. elegantius;1-1-1981;;;;;4-3-2014;Staurastrum;R.L. Grönblad 1920;;;STUMDIEL;DESMI;Overige;Staurastrum dimazum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17794;Staurastrum dimazum var.dimazum;Staurastrum dimazum var.dimazum;1-1-1981;;;;;4-3-2014;Staurastrum;(J. Lütkemüller 1910) R.L. Grönblad 1920;;;STUMDIDM;DESMI;Overige;Staurastrum dimazum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17795;Staurastrum dispar;Staurastrum dispar;1-1-1981;;;;;25-11-2008;Staurastrum;L.A. De Brébisson 1856;;;STUMDIPA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17796;Staurastrum dispar var. dispar;Staurastrum dispar var. dispar;1-1-1981;;;;;25-11-2008;Staurastrum;L.A. De Brébisson 1856;;;STUMDIDI;DESMI;Overige;Staurastrum dispar;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17797;Staurastrum dispar var. semicirculare;Staurastrum dispar var. semicirculare;1-1-1981;;;;;25-11-2008;Staurastrum;(V.B. Wittrock 1872) P.F.M. Coesel 1996;;;STUMDISE;DESMI;Overige;Staurastrum dispar;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17798;Staurastrum dybowskii [1];Staurastrum dybowskii [1];1-1-1981;;;;;4-3-2014;Staurastrum;J. Woloszynska 1922 s.str.;;;STUMDYBW;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17799;Staurastrum dybowskii [2];Staurastrum dybowskii [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1997;;;STUMDYBS;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17800;Staurastrum echinatum;Staurastrum echinatum;1-1-1981;;;;;25-7-2014;Staurastrum;L.A. de Brébisson in J. Ralfs 1848;;;STUMECHI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17801;Staurastrum elongatum;Staurastrum elongatum;1-1-1981;;;;;4-3-2014;Staurastrum;J. Barker 1869;;;STUMELON;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17802;Staurastrum elongatum var. elongatum;Staurastrum elongatum var. elongatum;1-1-1981;;;;;4-3-2014;Staurastrum;J. Barker 1869;;;STUMELEL;DESMI;Overige;Staurastrum elongatum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17803;Staurastrum erasum [1];Staurastrum erasum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson 1856 s.str.;;;STUMERAU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17804;Staurastrum erasum [2];Staurastrum erasum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu W. West et G.S. West 1905 non L.A. de Brébisson;;;STUMERAM;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17805;Staurastrum erasum [3];Staurastrum erasum [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu H.L. Skuja 1964;;;STUMERSU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17806;Staurastrum eurycerum [1];Staurastrum eurycerum [1];1-1-1981;;;;;4-3-2014;Staurastrum;H.L. Skuja 1948 s.str.;;;STUMEURY;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17807;Staurastrum eurycerum [2];Staurastrum eurycerum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu R. Lenzenweger 1988;;;STUMEURC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17808;Staurastrum furcatum;Staurastrum furcatum;1-1-1981;;;;;25-11-2008;Staurastrum;sensu P.F.M. Coesel 1997 non C.G. Ehrenberg nec L.A. De Brébisson;;;STUMFUCA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17809;Staurastrum furcatum var. aciculiferum;Staurastrum furcatum var. aciculiferum;1-1-1981;;;;;25-11-2008;Staurastrum;(W. West 1889) P.F.M. Coesel 1996;;;STUMFUAC;DESMI;Overige;Staurastrum furcatum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17810;Staurastrum furcatum var. furcatum;Staurastrum furcatum var. furcatum;1-1-1981;;;;;25-11-2008;Staurastrum;sensu P.F.M. Coesel 1997 non C.G. Ehrenberg nec L.A. De Brébisson;;;STUMFUFU;DESMI;Overige;Staurastrum furcatum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17811;Staurastrum furcigerum;Staurastrum furcigerum;1-1-1981;;;;;4-3-2014;Staurastrum;([L.A. De Brébisson 1840] ex J. Ralfs 1848) W. Archer in A. Pritchard 1861*;;;STUMFUCI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17812;Staurastrum furcigerum f. furcigerum;Staurastrum furcigerum f. furcigerum;1-1-1981;;;;;4-3-2014;Staurastrum;([L.A. De Brébisson 1840] ex J. Ralfs 1848) W. Archer in A. Pritchard 1861*;;;STUMFUFR;DESMI;Overige;Staurastrum furcigerum;cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17813;Staurastrum furcigerum var. furcigerum;Staurastrum furcigerum var. furcigerum;1-1-1981;;;;;4-3-2014;Staurastrum;([L.A. De Brébisson 1840] ex J. Ralfs 1848) W. Archer in A. Pritchard 1861*;;;STUMFUFC;DESMI;Overige;Staurastrum furcigerum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17814;Staurastrum glabrum [1];Staurastrum glabrum [1];1-1-1981;;;;;15-4-2011;Staurastrum;(C.G. Ehrenberg 1839) ex J. Ralfs 1848 s.str.;;;STUMGLAR;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17815;Staurastrum gladiosum;Staurastrum gladiosum;1-1-1981;;;;;15-4-2011;Staurastrum;W.B. Turner 1885;;;STUMGLAD;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17816;Staurastrum gladiosum var. delicatulum;Staurastrum gladiosum var. delicatulum;1-1-1981;;;;;15-4-2011;Staurastrum;W. West et G.S. West 1900;;;STUMGLDE;DESMI;Overige;Staurastrum gladiosum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17817;Staurastrum gladiosum var. gladiosum;Staurastrum gladiosum var. gladiosum;1-1-1981;;;;;15-4-2011;Staurastrum;W.B. Turner 1885;;;STUMGLGL;DESMI;Overige;Staurastrum gladiosum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17818;Staurastrum gracile;Staurastrum gracile;1-1-1981;1-1-2015;;;;4-3-2014;Staurastrum;J. Ralfs 1845 ex J. Ralfs 1848;;;STUMGRAC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;92;;Desmidiaceae;;;;;;FYTPT
17819;Staurastrum gracile [1];Staurastrum gracile [1];1-1-1981;;;;;4-3-2014;Staurastrum;J. Ralfs 1845 ex J. Ralfs 1848 s.str.;;;STUMGRAI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17820;Staurastrum granulosum [1];Staurastrum granulosum [1];1-1-1981;;;;;4-3-2014;Staurastrum;(C.G. Ehrenberg 1839) ex J. Ralfs 1848 s.str.;;;STUMGRAN;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17821;Staurastrum granulosum var. granulosum [1];Staurastrum granulosum var. granulosum [1];1-1-1981;;;;;4-3-2014;Staurastrum;(C.G. Ehrenberg 1839) ex J. Ralfs 1848 s.str.;;;STUMGRGU;DESMI;Overige;Staurastrum granulosum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17822;Staurastrum haaboeliense;Staurastrum haaboeliense;1-1-1981;;;;;25-11-2008;Staurastrum;J.N.F. Wille 1880;;;STUMHAAB;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17823;Staurastrum habeebense;Staurastrum habeebense;1-1-1981;;;;;4-3-2014;Staurastrum;Fr. Irénée-Marie 1949;;;STUMHABE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17824;Staurastrum hexaceros;Staurastrum hexaceros;1-1-1981;;;;;27-11-2008;Staurastrum;"([C.G. Ehrenb. 1834] F.T. Kütz. 1845 ex F.T. Kütz. 1849) V.B. Wittrock 1872 (""hexacerum"")*";;;STUMHEXC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17825;Staurastrum hirsutum;Staurastrum hirsutum;1-1-1981;;;;;25-11-2008;Staurastrum;J. Ralfs 1848;;;STUMHIRS;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17826;Staurastrum hirsutum var. hirsutum;Staurastrum hirsutum var. hirsutum;1-1-1981;;;;;25-11-2008;Staurastrum;J. Ralfs 1848;;;STUMHIHI;DESMI;Overige;Staurastrum hirsutum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17827;Staurastrum hirsutum var. muricatum;Staurastrum hirsutum var. muricatum;1-1-1981;;;;;25-11-2008;Staurastrum;([L.A. De Bréb. 1835] L.A. De Bréb. 1840 ex J. Ralfs 1848) K. Förster 1970 (nom. inval.)*;;;STUMHIMU;DESMI;Overige;Staurastrum hirsutum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17828;Staurastrum hirsutum var. pseudarnellii;Staurastrum hirsutum var. pseudarnellii;1-1-1981;;;;;4-3-2014;Staurastrum;P.F.M. Coesel et J. Meesters 2013;;;STUMHIPS;DESMI;Overige;Staurastrum hirsutum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17829;Staurastrum hollandicum;Staurastrum hollandicum;1-1-1981;;;;;12-1-2010;Staurastrum;P.F.M. Coesel et A.M.T. Joosten 1996;;;STUMHOLL;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17830;Staurastrum hystrix;Staurastrum hystrix;1-1-1981;;;;;10-7-2012;Staurastrum;J. Ralfs 1848;;;STUMHYST;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17831;Staurastrum inconspicuum;Staurastrum inconspicuum;1-1-1981;;;;;1-7-2011;Staurastrum;C.F.O. Nordstedt 1873 (ICN: nom. illeg.);;;STUMINCO;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17832;Staurastrum inflexum [1];Staurastrum inflexum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson 1856 s.str.;;;STUMINFE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17833;Staurastrum inflexum [2];Staurastrum inflexum [2];1-1-1981;;;;;4-3-2014;Staurastrum;forma in W. Schmidle 1895-1896;;;STUMINFX;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17834;Staurastrum inflexum [4];Staurastrum inflexum [4];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1979;;;STUMINFM;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17835;Staurastrum inflexum var. inflexum [1];Staurastrum inflexum var. inflexum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. De Brébisson 1856;;;STUMINIF;DESMI;Overige;Staurastrum inflexum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17836;Staurastrum kouwetsii;Staurastrum kouwetsii;1-1-1981;;;;;25-11-2008;Staurastrum;P.F.M. Coesel 1996;;;STUMKOUW;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17837;Staurastrum lapponicum;Staurastrum lapponicum;1-1-1981;;;;;25-11-2008;Staurastrum;(W. Schmidle 1898) R.L. Grönblad 1926;;;STUMLAPP;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17838;Staurastrum lunatum (var. lunatum) f. alpestre;Staurastrum lunatum (var. lunatum) f. alpestre;1-1-1981;;;;;4-3-2014;Staurastrum;W. Schmidle 1896 ('alpestris');;;STUMLULN;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17839;Staurastrum lunatum [1];Staurastrum lunatum [1];1-1-1981;;;;;4-3-2014;Staurastrum;J. Ralfs 1848;;;STUMLUNT;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17840;Staurastrum lunatum var. borgei;Staurastrum lunatum var. borgei;1-1-1981;;;;;4-3-2014;Staurastrum;(K.M. Strøm 1923) H.L. Skuja 1964;;;STUMLUBO;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17841;Staurastrum lunatum var. lunatum;Staurastrum lunatum var. lunatum;1-1-1981;;;;;4-3-2014;Staurastrum;J. Ralfs 1848;;;STUMLULU;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17842;Staurastrum lunatum var. lunatum f. lunatum;Staurastrum lunatum var. lunatum f. lunatum;1-1-1981;;;;;4-3-2014;Staurastrum;J. Ralfs 1848;;;STUMLULA;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17843;Staurastrum lunatum var. planctonicum [1];Staurastrum lunatum var. planctonicum [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. West et G.S. West 1903;;;STUMLUPA;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17844;Staurastrum lunatum var. planctonicum [2];Staurastrum lunatum var. planctonicum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu G. Nygaard 1991;;;STUMLUPN;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17845;Staurastrum lunatum var. subarmatum;Staurastrum lunatum var. subarmatum;1-1-1981;;;;;4-3-2014;Staurastrum;W. West et G.S. West 1894;;;STUMLUSU;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17846;Staurastrum lunatum var. tvaerminneense;Staurastrum lunatum var. tvaerminneense;1-1-1981;;;;;4-3-2014;Staurastrum;R.L. Grönblad 1942;;;STUMLUTV;DESMI;Overige;Staurastrum lunatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17847;Staurastrum manfeldtii;Staurastrum manfeldtii;1-1-1981;;;;;25-11-2008;Staurastrum;G.B. Delponte 1877;;;STUMMANF;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17848;Staurastrum manfeldtii var. annulatum;Staurastrum manfeldtii var. annulatum;1-1-1981;;;;;25-11-2008;Staurastrum;W. West et G.S. West 1902;;;STUMMAAN;DESMI;Overige;Staurastrum manfeldtii;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17849;Staurastrum manfeldtii var. manfeldtii;Staurastrum manfeldtii var. manfeldtii;1-1-1981;;;;;25-11-2008;Staurastrum;G.B. Delponte 1877;;;STUMMAMA;DESMI;Overige;Staurastrum manfeldtii;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17850;Staurastrum manfeldtii var. parvum;Staurastrum manfeldtii var. parvum;1-1-1981;;;;;25-11-2008;Staurastrum;E. Messikommer 1942;;;STUMMAPA;DESMI;Overige;Staurastrum manfeldtii;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17851;Staurastrum manfeldtii var. splendidum;Staurastrum manfeldtii var. splendidum;1-1-1981;;;;;25-11-2008;Staurastrum;(E. Messikommer 1928) P.F.M. Coesel 1996;;;STUMMASP;DESMI;Overige;Staurastrum manfeldtii;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17852;Staurastrum margaritaceum;Staurastrum margaritaceum;1-1-1981;;;;;25-11-2008;Staurastrum;J. Ralfs 1848;;;STUMMARG;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17853;Staurastrum micron;Staurastrum micron;1-1-1981;;;;;12-1-2010;Staurastrum;W. West et G.S. West 1896;;;STUMMICR;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17854;Staurastrum micron var. micron;Staurastrum micron var. micron;1-1-1981;;;;;12-1-2010;Staurastrum;W. West et G.S. West 1896;;;STUMMIMC;DESMI;Overige;Staurastrum micron;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17855;Staurastrum micron var. spinulosum;Staurastrum micron var. spinulosum;1-1-1981;;;;;12-1-2010;Staurastrum;P.F.M. Coesel 1996;;;STUMMISP;DESMI;Overige;Staurastrum micron;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17856;Staurastrum micronoides;Staurastrum micronoides;1-1-1981;;;;;12-1-2010;Staurastrum;P.F.M. Coesel et A.M.T. Joosten 1996;;;STUMMINO;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17857;Staurastrum minimum;Staurastrum minimum;1-1-1981;;;;;2-7-2014;Staurastrum;P.F.M. Coesel 1996;;;STUMMINI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17858;Staurastrum muticum;Staurastrum muticum;1-1-1981;;;;;25-11-2008;Staurastrum;(L.A. De Brébisson 1835) L.A. De Brébisson 1840 ex J. Ralfs 1848*;;;STUMMUTI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17859;Staurastrum muticum f. minor;Staurastrum muticum f. minor;1-1-1981;;;;;25-11-2008;Staurastrum;G.L. Rabenhorst 1868;;;STUMMUMI;DESMI;Overige;Staurastrum muticum;cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17860;Staurastrum myrdalense [1];Staurastrum myrdalense [1];1-1-1981;;;;;2-7-2014;Staurastrum;(K.M. Strøm 1926) P.F.M. Coesel et J. Meesters 2013 s.str.;;;STUMMYRD;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17861;Staurastrum myrdalense [2];Staurastrum myrdalense [2];1-1-1981;;;;;2-7-2014;Staurastrum;sensu E. Messikommer 1956;;;STUMMYRA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17862;Staurastrum navigiolum;Staurastrum navigiolum;1-1-1981;;;;;4-3-2014;Staurastrum;R.L. Grönblad 1920;;;STUMNAVI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17863;Staurastrum oligacanthum [1];Staurastrum oligacanthum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson ex W. Archer 1866 s.str. (nomen subnudum);;;STUMOLIA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17864;Staurastrum oligacanthum [2];Staurastrum oligacanthum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu C.F.O. Nordstedt 1875;;;STUMOLIC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17865;Staurastrum oligacanthum var. incisum;Staurastrum oligacanthum var. incisum;1-1-1981;;;;;4-3-2014;Staurastrum;W. West 1892;;;STUMOLIN;DESMI;Overige;Staurastrum oligacanthum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
