fewsid;code;naam;b_datum;e_datum;aquo;aquoid;WNA.oeverplantensoorten;datum;geslacht;author;beschermingsstatus.florafaunawet;WNA.habitatvoorkeur.vis;taxoncode;TWN.taxongroup;WNA.fytoplankton.groep;parentname;levensvorm;WNA.migratiegilde.vis;WNA.zuurstoftolerante.vis;WNA.kroossoorten;WNA.emerse.plantensoorten;check_2;TWN.taxonlevel;WNA.toxische.blauwalg;check1;WNA.reynolds.groep.cyanobacterieen;WNA.nederlandse.soortnaam;status;WNA.plantminnendheid.vis;WNA.fytoplankton.subgroep;refername;alleendrogeoever;WNA.onderwaterplantensoorten;WNA.soorten.met.drijvend.blad;WNA.stromingsgilde.vis;TWN.taxontype
17683;Staurastrum acutum var. badense [2];Staurastrum acutum var. badense [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1996;;;STUMACBE;DESMI;Overige;Staurastrum acutum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17684;Staurastrum acutum var. paxilliferum;Staurastrum acutum var. paxilliferum;1-1-1981;;;;;4-3-2014;Staurastrum;(G.S. West 1899) P.F.M. Coesel 1996;;;STUMACPA;DESMI;Overige;Staurastrum acutum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17685;Staurastrum acutum var. varians [1];Staurastrum acutum var. varians [1];1-1-1981;;;;;4-3-2014;Staurastrum;(M. Raciborski 1885) P.F.M. Coesel et J. Meesters 2013;;;STUMACVA;DESMI;Overige;Staurastrum acutum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17686;Staurastrum alternans;Staurastrum alternans;1-1-1981;;;;;4-3-2014;Staurastrum;L.A. De Brébisson in J. Ralfs 1848;;;STUMALTE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17687;Staurastrum anatinum;Staurastrum anatinum;1-1-1981;;;;;4-3-2014;Staurastrum;M.C. Cooke et A.W. Wills in M.C. Cooke 1880-1881;;;STUMANAT;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17688;Staurastrum anatinum var. anatinum;Staurastrum anatinum var. anatinum;1-1-1981;;;;;4-3-2014;Staurastrum;M.C. Cooke et A.W. Wills in M.C. Cooke 1880-1881;;;STUMANAA;DESMI;Overige;Staurastrum anatinum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17689;Staurastrum anatinum var. subanatinum;Staurastrum anatinum var. subanatinum;1-1-1981;;;;;4-3-2014;Staurastrum;(W. West et G.S. West 1902) P.F.M. Coesel et J. Meesters 2013;;;STUMANSU;DESMI;Overige;Staurastrum anatinum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17690;Staurastrum arachne;Staurastrum arachne;1-1-1981;;;;;4-3-2014;Staurastrum;J. Ralfs 1845 ex J. Ralfs 1848;;;STUMARAC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17691;Staurastrum arachne var. arachne;Staurastrum arachne var. arachne;1-1-1981;;;;;4-3-2014;Staurastrum;J. Ralfs 1845 ex J. Ralfs 1848;;;STUMARAR;DESMI;Overige;Staurastrum arachne;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17692;Staurastrum arctison;Staurastrum arctison;1-1-1981;;;;;4-3-2014;Staurastrum;(C.G. Ehrenberg 1843 ex J. Ralfs 1848) P.M. Lundell 1871;;;STUMARCT;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17693;Staurastrum arctison var. arctison;Staurastrum arctison var. arctison;1-1-1981;;;;;4-3-2014;Staurastrum;(C.G. Ehrenberg 1843 ex J. Ralfs 1848) P.M. Lundell 1871;;;STUMARAT;DESMI;Overige;Staurastrum arctison;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17694;Staurastrum arcuatum;Staurastrum arcuatum;1-1-1981;;;;;4-3-2014;Staurastrum;C.F.O. Nordstedt 1873;;;STUMARCU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17695;Staurastrum arcuatum var. arcuatum;Staurastrum arcuatum var. arcuatum;1-1-1981;;;;;4-3-2014;Staurastrum;C.F.O. Nordstedt 1873;;;STUMARAU;DESMI;Overige;Staurastrum arcuatum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17696;Staurastrum arcuatum var. subavicula;Staurastrum arcuatum var. subavicula;1-1-1981;;;;;4-3-2014;Staurastrum;(W. West 1892) P.F.M. Coesel et J. Meesters 2013;;;STUMARSU;DESMI;Overige;Staurastrum arcuatum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17697;Staurastrum arnellii [1];Staurastrum arnellii [1];1-1-1981;;;;;4-3-2014;Staurastrum;J.G.R. Boldt 1885;;;STUMARNL;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17698;Staurastrum arnellii var. arnellii [1];Staurastrum arnellii var. arnellii [1];1-1-1981;;;;;4-3-2014;Staurastrum;J.G.R. Boldt 1885;;;STUMARAE;DESMI;Overige;Staurastrum arnellii [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17699;Staurastrum arnellii var. spiniferum [1];Staurastrum arnellii var. spiniferum [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. West et G.S. West 1902;;;STUMARSI;DESMI;Overige;Staurastrum arnellii [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17700;Staurastrum asperum [1];Staurastrum asperum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson ex J. Ralfs 1848;;;STUMASPE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17701;Staurastrum asperum [2];Staurastrum asperum [2];1-1-1981;;;;;4-3-2014;Staurastrum;forma in P.F.M. Coesel 1997;;;STUMASPU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17702;Staurastrum avicula;Staurastrum avicula;1-1-1981;1-1-2015;;;;4-3-2014;Staurastrum;L.A. De Brébisson [1846] ex J. Ralfs 1848;;;STUMAVIC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;92;;Desmidiaceae;;;;;;FYTPT
17703;Staurastrum avicula [1];Staurastrum avicula [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. De Brébisson ex J. Ralfs 1848;;;STUMAVIU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17704;Staurastrum avicula [2];Staurastrum avicula [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu J. Ralfs 1848;;;STUMAVIL;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17705;Staurastrum avicula [3];Staurastrum avicula [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu A.J. Brook 1968;;;STUMAVIA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17706;Staurastrum avicula var. avicula [1];Staurastrum avicula var. avicula [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. De Brébisson ex J. Ralfs 1848;;;STUMAVAI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17707;Staurastrum avicula var. avicula [2];Staurastrum avicula var. avicula [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1979;;;STUMAVAU;DESMI;Overige;Staurastrum avicula [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17708;Staurastrum avicula var. exornatum;Staurastrum avicula var. exornatum;1-1-1981;;;;;4-3-2014;Staurastrum;E. Messikommer 1929;;;STUMAVEX;DESMI;Overige;Staurastrum avicula [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17709;Staurastrum avicula var. subarcuatum [3];Staurastrum avicula var. subarcuatum [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu H.L. Skuja 1956;;;STUMAVSR;DESMI;Overige;Staurastrum avicula [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17710;Staurastrum avicula var. verrucosum;Staurastrum avicula var. verrucosum;1-1-1981;;;;;4-3-2014;Staurastrum;W. West 1892;;;STUMAVVE;DESMI;Overige;Staurastrum avicula [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17711;Staurastrum bicorne [1];Staurastrum bicorne [1];1-1-1981;;;;;4-3-2014;Staurastrum;P. Hauptfleisch 1888;;;STUMBICR;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17712;Staurastrum bicorne var. bicorne;Staurastrum bicorne var. bicorne;1-1-1981;;;;;4-3-2014;Staurastrum;P. Hauptfleisch 1888;;;STUMBIBI;DESMI;Overige;Staurastrum bicorne [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17713;Staurastrum bicorne var. danicum;Staurastrum bicorne var. danicum;1-1-1981;;;;;4-3-2014;Staurastrum;G.B. De Toni 1889;;;STUMBIDA;DESMI;Overige;Staurastrum bicorne [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17714;Staurastrum bieneanum [1];Staurastrum bieneanum [1];1-1-1981;;;;;4-3-2014;Staurastrum;G.L. Rabenhorst 1862 s.str.;;;STUMBIEE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17715;Staurastrum bieneanum [3];Staurastrum bieneanum [3];1-1-1981;;;;;4-3-2014;Staurastrum;forma in H.L. Skuja 1964;;;STUMBIEU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17716;Staurastrum bieneanum [4];Staurastrum bieneanum [4];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1979;;;STUMBIEM;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17717;Staurastrum bieneanum f. spetsbergense;Staurastrum bieneanum f. spetsbergense;1-1-1981;;;;;4-3-2014;Staurastrum;C.F.O. Nordstedt 1875;;;STUMBISP;DESMI;Overige;Staurastrum bieneanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17718;Staurastrum bieneanum var. bieneanum [1];Staurastrum bieneanum var. bieneanum [1];1-1-1981;;;;;4-3-2014;Staurastrum;G.L. Rabenhorst 1862 s.str.;;;STUMBIBA;DESMI;Overige;Staurastrum bieneanum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17719;Staurastrum bieneanum var. bieneanum [2];Staurastrum bieneanum var. bieneanum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu W. West et G.S. West 1912 non G.L. Rabenhorst 1862;;;STUMBIBU;DESMI;Overige;Staurastrum bieneanum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17720;Staurastrum bieneanum var. bieneanum f. bieneanum [1];Staurastrum bieneanum var. bieneanum f. bieneanum [1];1-1-1981;;;;;4-3-2014;Staurastrum;G.L. Rabenhorst 1862 s.str.;;;STUMBIBE;DESMI;Overige;Staurastrum bieneanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17721;Staurastrum bieneanum var. bieneanum f. bieneanum [2];Staurastrum bieneanum var. bieneanum f. bieneanum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu W. West et G.S. West 1912 non G.L. Rabenhorst 1862;;;STUMBIBN;DESMI;Overige;Staurastrum bieneanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17722;Staurastrum bieneanum var. depressum;Staurastrum bieneanum var. depressum;1-1-1981;;;;;4-3-2014;Staurastrum;E. Messikommer 1960;;;STUMBIDE;DESMI;Overige;Staurastrum bieneanum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17723;Staurastrum bloklandiae;Staurastrum bloklandiae;1-1-1981;;;;;4-3-2014;Staurastrum;P.F.M. Coesel et A.M.T. Joosten 1996;;;STUMBLOK;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17724;Staurastrum boreale;Staurastrum boreale;1-1-1981;1-1-2015;;;;4-3-2014;Staurastrum;W. West et G.S. West 1905;;;STUMBORE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;92;;Desmidiaceae;;;;;;FYTPT
17725;Staurastrum boreale [1];Staurastrum boreale [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. West et G.S. West 1905 s.str.;;;STUMBORA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17726;Staurastrum boreale [2];Staurastrum boreale [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu A.J. Brook 1959;;;STUMBORL;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17727;Staurastrum boreale var. boreale [1];Staurastrum boreale var. boreale [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. West et G.S. West 1905 s.str.;;;STUMBOBE;DESMI;Overige;Staurastrum boreale [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17728;Staurastrum boreale var. boreale [2];Staurastrum boreale var. boreale [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu A.J. Brook 1959;;;STUMBOBA;DESMI;Overige;Staurastrum boreale [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17729;Staurastrum boreale var. boreale [4];Staurastrum boreale var. boreale [4];1-1-1981;;;;;4-3-2014;Staurastrum;forma in P.F.M. Coesel 1979;;;STUMBOOR;DESMI;Overige;Staurastrum boreale [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17730;Staurastrum boreale var. planctonicum;Staurastrum boreale var. planctonicum;1-1-1981;;;;;4-3-2014;Staurastrum;A.J. Brook 1959 (ICN: nom. inval.);;;STUMBOPL;DESMI;Overige;Staurastrum boreale [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17731;Staurastrum boreale var. quadriradiatum [1];Staurastrum boreale var. quadriradiatum [1];1-1-1981;;;;;4-3-2014;Staurastrum;O.A. Korshikov 1941 s.str.;;;STUMBOQA;DESMI;Overige;Staurastrum boreale [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17732;Staurastrum boreale var. quadriradiatum [2];Staurastrum boreale var. quadriradiatum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1979;;;STUMBOQD;DESMI;Overige;Staurastrum boreale [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17733;Staurastrum borgeanum [1];Staurastrum borgeanum [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. Schmidle 1898 s.str.;;;STUMBORN;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17734;Staurastrum borgeanum [2];Staurastrum borgeanum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu W. West et G.S. West 1900;;;STUMBORU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17735;Staurastrum borgeanum f. borgeanum [1];Staurastrum borgeanum f. borgeanum [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. Schmidle 1898 s.str.;;;STUMBOBN;DESMI;Overige;Staurastrum borgeanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17736;Staurastrum borgeanum f. borgeanum [2];Staurastrum borgeanum f. borgeanum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu K. Förster 1965;;;STUMBOBU;DESMI;Overige;Staurastrum borgeanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17737;Staurastrum borgeanum f. borgeanum [3];Staurastrum borgeanum f. borgeanum [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1997;;;STUMBOBM;DESMI;Overige;Staurastrum borgeanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17738;Staurastrum borgeanum f. minus [1];Staurastrum borgeanum f. minus [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. Schmidle 1898 s.str. ('minor');;;STUMBOMN;DESMI;Overige;Staurastrum borgeanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17739;Staurastrum borgeanum f. minus [2];Staurastrum borgeanum f. minus [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu P.F.M. Coesel 1997;;;STUMBOMU;DESMI;Overige;Staurastrum borgeanum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17740;Staurastrum brachiatoides;Staurastrum brachiatoides;1-1-1981;;;;;26-9-2018 14:27;Staurastrum;P.F.M. Coesel et M.C. van Westen in M.C. van Westen et P.F.M. Coesel 2014;;;STUMBRAA;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17741;Staurastrum brachiatum [1];Staurastrum brachiatum [1];1-1-1981;;;;;25-7-2014;Staurastrum;J. Ralfs 1848 s.str.;;;STUMBRCI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17742;Staurastrum brachiatum var. bicorne;Staurastrum brachiatum var. bicorne;1-1-1981;;;;;15-4-2015;Staurastrum;G. Nygaard 1991;;;STUMBRBI;DESMI;Overige;Staurastrum brachiatum [2];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17743;Staurastrum brachiatum var. brachiatum [1];Staurastrum brachiatum var. brachiatum [1];1-1-1981;;;;;15-4-2015;Staurastrum;J. Ralfs 1848 s.str.;;;STUMBRBC;DESMI;Overige;Staurastrum brachiatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17744;Staurastrum brachiatum var. brachiatum f. brachiatum;Staurastrum brachiatum var. brachiatum f. brachiatum;1-1-1981;;;;;15-4-2015;Staurastrum;J. Ralfs 1848;;;STUMBRBA;DESMI;Overige;Staurastrum brachiatum [1];cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17745;Staurastrum brachycerum [1];Staurastrum brachycerum [1];1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson 1856 s.str.;;;STUMBRAC;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17746;Staurastrum brachycerum [2];Staurastrum brachycerum [2];1-1-1981;;;;;4-3-2014;Staurastrum;sensu L.A. de Brébisson in G.L. Rabenhorst 1863: exsicc. no. 1589;;;STUMBRAH;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17747;Staurastrum brachycerum [4];Staurastrum brachycerum [4];1-1-1981;;;;;4-3-2014;Staurastrum;sensu G.S. West in N. Carter 1923 cum Tab. 142: 21;;;STUMBRAE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17748;Staurastrum brachycerum [5];Staurastrum brachycerum [5];1-1-1981;;;;;4-3-2014;Staurastrum;sensu N. Carter 1923 p.p. cum Tab. 142: 22;;;STUMBRAR;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17749;Staurastrum brachycerum [7];Staurastrum brachycerum [7];1-1-1981;;;;;4-3-2014;Staurastrum;sensu A.J. Brook 1959;;;STUMBRAM;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17750;Staurastrum brachycerum [8];Staurastrum brachycerum [8];1-1-1981;;;;;4-3-2014;Staurastrum;sensu F.A.C. Kouwets 1987;;;STUMBRCH;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17751;Staurastrum brasiliense [1];Staurastrum brasiliense [1];1-1-1981;;;;;4-3-2014;Staurastrum;C.F.O. Nordstedt 1870;;;STUMBRAI;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17752;Staurastrum brasiliense var. lundellii;Staurastrum brasiliense var. lundellii;1-1-1981;;;;;4-3-2014;Staurastrum;W. West et G.S. West 1896;;;STUMBRLU;DESMI;Overige;Staurastrum brasiliense [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17753;Staurastrum brebissoni [3];Staurastrum brebissoni [3];1-1-1981;;;;;4-3-2014;Staurastrum;sensu J. Lütkemüller in N. Carter 1923: Tab. 137: 4;;;STUMBREN;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17754;Staurastrum brebissoni var. brebissonii [1];Staurastrum brebissoni var. brebissonii [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. Archer in A. Pritchard 1861 (ICN: nom. illeg.);;;STUMBRBE;DESMI;Overige;Staurastrum brebissoni [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17755;Staurastrum brebissonii var. ordinatum [1];Staurastrum brebissonii var. ordinatum [1];1-1-1981;;;;;4-3-2014;Staurastrum;W. Schmidle 1898;;;STUMBROR;DESMI;Overige;Staurastrum brebissoni [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17756;Staurastrum brevispina;Staurastrum brevispina;1-1-1981;;;;;7-5-2014;Staurastrum;L.A. de Brébisson ex J. Ralfs 1848;;;STUMBREV;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17757;Staurastrum bulbosum [1];Staurastrum bulbosum [1];1-1-1981;;;;;4-3-2014;Staurastrum;(W. West 1892) P.F.M. Coesel 1996;;;STUMBULO;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17758;Staurastrum cerastes;Staurastrum cerastes;1-1-1981;;;;;4-3-2014;Staurastrum;P.M. Lundell 1871;;;STUMCERS;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17759;Staurastrum chaetoceras;Staurastrum chaetoceras;1-1-1981;;;;;4-3-2014;Staurastrum;(J.L.B. Schröder in E.O. Zacharias 1898) G.M. Smith 1924;;;STUMCHAE;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17760;Staurastrum chavesii;Staurastrum chavesii;1-1-1981;;;;;4-3-2014;Staurastrum;K.H. Bohlin 1901;;;STUMCHAV;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17761;Staurastrum chavesii var. chavesii;Staurastrum chavesii var. chavesii;1-1-1981;;;;;4-3-2014;Staurastrum;K.H. Bohlin 1901;;;STUMCHCH;DESMI;Overige;Staurastrum chavesii;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17762;Staurastrum cingulum;Staurastrum cingulum;1-1-1981;;;;;4-3-2014;Staurastrum;(W. West et G.S. West 1903) G.M. Smith 1922 ('1921');;;STUMCING;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17763;Staurastrum cingulum var. cingulum;Staurastrum cingulum var. cingulum;1-1-1981;;;;;4-3-2014;Staurastrum;(W. West et G.S. West 1903) G.M. Smith 1922 ('1921');;;STUMCICI;DESMI;Overige;Staurastrum cingulum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17764;Staurastrum cingulum var. cingulum f. cingulum;Staurastrum cingulum var. cingulum f. cingulum;1-1-1981;;;;;4-3-2014;Staurastrum;(W. West et G.S. West 1903) G.M. Smith 1922 ('1921');;;STUMCICG;DESMI;Overige;Staurastrum cingulum;cel;;;;;;Forma;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17765;Staurastrum cingulum var. obesum [1];Staurastrum cingulum var. obesum [1];1-1-1981;;;;;4-3-2014;Staurastrum;G.M. Smith 1922 ('1921');;;STUMCIOE;DESMI;Overige;Staurastrum cingulum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17766;Staurastrum clevei;Staurastrum clevei;1-1-1981;;;;;4-3-2014;Staurastrum;(V.B. Wittrock 1869) J. Roy 1893;;;STUMCLEV;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17767;Staurastrum clevei var. clevei;Staurastrum clevei var. clevei;1-1-1981;;;;;4-3-2014;Staurastrum;(V.B. Wittrock 1869) J. Roy 1893;;;STUMCLCL;DESMI;Overige;Staurastrum clevei;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17768;Staurastrum controversum;Staurastrum controversum;1-1-1981;;;;;4-3-2014;Staurastrum;L.A. de Brébisson in G.G.A. Meneghini ex J. Ralfs 1848;;;STUMCONR;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17769;Staurastrum controversum var. semivestitum;Staurastrum controversum var. semivestitum;1-1-1981;;;;;4-3-2014;Staurastrum;(W. West 1892) P.F.M. Coesel 1996;;;STUMCOSE;DESMI;Overige;Staurastrum controversum;cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17770;Staurastrum crassangulatum;Staurastrum crassangulatum;1-1-1981;;;;;4-3-2014;Staurastrum;P.F.M. Coesel 2007;;;STUMCRAS;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17771;Staurastrum crenulatum [1];Staurastrum crenulatum [1];1-1-1981;;;;;25-11-2008;Staurastrum;(C.W. Nägeli 1849) G.B. Delponte 1877;;;STUMCREU;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17772;Staurastrum crenulatum [2];Staurastrum crenulatum [2];1-1-1981;;;;;25-11-2008;Staurastrum;sensu P.F.M. Coesel 1997;;;STUMCREL;DESMI;Overige;Staurastrum;cel;;;;;;Species;0;;;;10;;Desmidiaceae;;;;;;FYTPT
17773;Staurastrum crenulatum var. britanicum;Staurastrum crenulatum var. britanicum;1-1-1981;;;;;25-11-2008;Staurastrum;(C.W. Nägeli 1849) G.B. Delponte 1877;;;STUMCRBI;DESMI;Overige;Staurastrum crenulatum [1];cel;;;;;;Varietas;0;;;;10;;Desmidiaceae;;;;;;FYTPT
