locatie.EAG;locatiecode;locatie.omschrijving;locatie.x;locatie.y;locatie.z;datum;jaar;Ca_mg/kg_dg_BS;Ca_mg/kg_dg_PW;DICHTHD_kg/l_BS;Fe_mg/kg_dg_BS;Fe_mg/l_ng_BS;Fe_ug/l_nf_PW;GR_%_dg_BS;IR_%_BS;MONSDTE_m_BS;MONSDTE_m_PW;MONSDTE_m_E_BS;MONSDTE_m_E_PW;MONSLTE_m_BS;MONSLTE_m_PW;NH4_mgN/l_nf_PW;PO4_mgP/l_nf_PW;Ptot_gP/kg_dg_BS;Ptot_mgP/l_nf_PW;Ptot_mgP/l_ng_BS;Ptot_mgPOlsen/kg_dg_BS;Ptot_mgPOlsen/l_ng_BS;S_mg/l_OPGLT_PW;SLIBDTE_m_BS;SO4_mg/l_PW;Stot_mg/kg_dg_BS;Stot_mg/l_PW;Stot_mg/l_nf_PW;Stot_mg/l_ng_BS;T_oC_BS;WATDTE_m_BS;WATDTE_m_PW;X_CODNT_m_BS;X_CODNT_m_PW;Y_CODNT_m_BS;Y_CODNT_m_PW;FESPFWratio;FESPDWratio;FESPPWratio;nlvrFW;nlvrOls;nlvrDW;nlvrPW
3200-EAG-1;SBP1009;Spiegelplas;132296;475338;;2013-10-04;2013;;;19.469;3000;1200;;99;75.3;-10;;-20;;;;;0.07;0.2;;16;2.5;0.5;;;;790;;;310;13.3;;;132296;;475337.984;;22.8824008666756;4.50403202114427;;-1.2083;-1.04247308710531;-3.1859;
;SBP1015;als SBP1009 voor BC op diepte;132296;475338;;2013-10-04;2013;;;1.947;3083;4500;;99;75.3;-10;;-20;;;;;0.07;0.2;;62;2.5;2;;;;790;;;1200;13.3;;;132296;;475337.984;;21.5599996113727;4.73420858126603;;-0.0720999999999998;-0.761592348421257;-3.1859;
3200-EAG-1;SBP1001;Spiegelplas 20m;132094;475510;;2013-10-04;2013;;;6.3585;29971.5;4800;950;75;15.8;0;0;-10;-10;;;;;1.1;3.4;180;;;;;;8600;3.1;3.1;1400;8.2;;;132094;132094;475510.016;475510.016;7.27731998588927;7.5600672568828;-0.725768654711728;2.8425;;3.7441;2.4618
2620-EAG-1;BNB1009;Tussenboezem Vinkeveen b;118712;465575;;2013-10-08;2013;;;6.1605;17831;1800;60;48;10.2;0;0;-10;-10;149.201;149.201;;;1.3;0.94;135;;;;;;29000;32;32;2950;15.3;;;118712;118712;465575.008;465575.008;-13.7131196675829;-13.9411218622722;-32.848864960236;1.731;;5.2841;0.47043
2500-EAG-3;GWV1006;Vinkeveense Plassen;125185;469930;;2013-10-08;2013;;;7.51333333333333;20781.666;1933.33333333333;80;38.3333333333333;9.4;-3.33333333333333;0;-13.3333333333333;-10;;;;1.9;0.666666666666667;1.5;61.3333333333333;37;3.1;;;;32666.6653333333;3.4;3.4;2933.33333333333;15.1;;;125185;125185;469929.984;469929.984;-28.7155313686155;-30.0432038683624;-2.15996323171247;-0.0885666666666665;-0.555613140052948;0.407433333333333;0.92375
;GWV1032;als GWV1006 voor BC op diepte;125185;469930;;2013-10-08;2013;;;1.117;5914;600;;33;9.4;-10;;-20;;;;;1.9;0.6;;63;37;3.9;;;;40000;;;4200;;;;125185;;469929.984;;-59.1160497549276;-58.9314330991328;;-0.0473999999999999;-0.40581007942145;-0.1059;
2620-EAG-1;BNB1007;Tussenboezem Vinkeveen b;118092;465666;;2013-10-08;2013;;;6.4615;21000;2750;190;67;12.8;0;0;-10;-10;356.636;356.636;;;1.3;5.4;175;;;;;;21000;4.5;4.5;2750;15.2;;;118092;118092;465665.984;465665.984;-6.46380505568926;-6.64461079151274;-0.785464276273689;2.719;;5.2841;4.0808
4210-EAG-3;GWV1005;Vinkeveense Plassen;124560;469922;;2013-10-08;2013;;;7.567;21064.6666666667;1333.33333333333;60;47;6.86666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;1.5;1.06666666666667;0.91;69;30;2.1;;;;39666.6666666667;7.5;7.5;2633.33333333333;15.1;;;124560;124560;469921.984;469921.984;-26.1480005310071;-24.9690630564319;-7.92476558271807;0.1008;-0.742866965842319;3.48743333333333;0.446145
;GWV1031;als GWV1005 voor BC op diepte;124560;469922;;2013-10-08;2013;;;1.133;4867;400;;49;8;-10;;-20;;;;;1.5;1;;90;30;2.7;;;;43000;;;3900;;;;124560;;469921.984;;-39.3938554278475;-38.8374964493973;;0.6195;-0.630514670368696;2.9741;
2500-EAG-4;GWV1004;Vinkeveense Plassen;124573;470327;;2013-10-08;2013;;;7.82066666666667;13024.3333333333;1066.66666666667;5;55.6666666666667;9.26666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;1;0.833333333333333;0.19;73.6666666666667;20;2;;;;24000;7.4;7.4;2100;14.9;;;124573;124573;470327.008;470327.008;-19.505834301737;-19.1514747944114;-37.6076024803369;0.216066666666667;-0.761592348421257;1.69076666666667;-0.136695
;GWV1030;als GWV1004 voor BC op diepte;124573;470327;;2013-10-08;2013;;;1.188;5170;700;;59;11.8;-10;;-20;;;;;1;0.7;;100;20;2.8;;;;28000;;;3900;;;;124573;;470327.008;;-33.7905429444234;-34.5425848431718;;0.8665;-0.611789287789759;0.6641;
2620-EAG-1;BNB1008;Tussenboezem Vinkeveen b;117110;466278;;2013-10-08;2013;;;6.4;11128.9995;1200;5;45;10.5;0;0;-10;-10;52.154;52.154;;;1.2;2.5;125;;;;;;20000;4.6;4.6;2150;15.4;;;117110;117110;466278.016;466278.016;-11.2902100257254;-10.955744350633;-1.7762853824554;1.484;;4.5141;1.73325
2500-EAG-4;GWV1007;Vinkeveense Plassen;124974;470465;;2013-10-08;2013;;;7.68866666666667;12832.3333333333;1033.33333333333;5;45.3333333333333;8.56666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;0.93;0.866666666666667;0.25;68.3333333333333;19;1.5;;;;27000;5.8;5.8;2166.66666666667;15;;;124974;124974;470464.992;470464.992;-22.2412130953536;-21.8815150852056;-22.3995355647691;0.0843333333333334;-0.855219261315943;1.94743333333333;-0.088125
;GWV1033;als GWV1007 voor BC op diepte;124974;470465;;2013-10-08;2013;;;1.184;4481;500;;46;9.9;-10;;-20;;;;;0.93;0.8;;94;19;2.2;;;;29000;;;3400;;;;124974;;470464.992;;-31.989309317864;-31.9099166334982;;0.7183;-0.724141583263382;1.4341;
2620-EAG-1;BNB1006;Tussenboezem Vinkeveen b;116920;466654;;2013-10-08;2013;;;5.991;628.1;100;5;45;9.3;0;0;-10;-10;239.019;239.019;;;1.2;2.1;110;;;;;;24000;4.9;4.9;2250;15.3;;;116920;116920;466654.016;466654.016;-19.2543666761021;-19.0291982199479;-2.25262193566759;1.1135;;4.5141;1.40945
2500-EAG-4;GWV1008;Vinkeveense Plassen;124819;470818;;2013-10-08;2013;;;4.463;13718.3333333333;933.333333333333;5;38.6666666666667;7.23333333333333;-3.33333333333333;0;-13.3333333333333;-10;;;;0.77;0.8;0.18;56;15;1;;;;27999.9986666667;11;11;1900;14.9;;;124819;124819;470817.984;470817.984;-23.5301255272354;-24.2981759066089;-59.0164209801412;-0.2203;-0.948846174210628;1.4341;-0.14479
;GWV1034;als GWV1008 voor BC op diepte;124819;470818;;2013-10-08;2013;;;1.134;2895;150;;38;7.7;-10;;-20;;;;;0.77;0.8;;66;15;1.3;;;;30000;;;2600;;;;124819;;470817.984;;-36.7930241755242;-34.216964223285;;0.0266999999999999;-0.892670026473817;1.4341;
2500-EAG-4;GWV1003;Vinkeveense Plassen;124458;470551;;2013-10-08;2013;;;4.32266666666667;11964.3333333333;800;20;42.3333333333333;7.46666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;1;0.966666666666667;0.29;71;20;1.6;;;;27333.3333333333;8.5;8.5;2000;14.9;;;124458;124458;470551.008;470551.008;-20.961082735951;-20.4490355753636;-28.2748197771039;0.1502;-0.836493878737005;2.71743333333333;-0.055745
;GWV1029;als GWV1003 voor BC op diepte;124458;470551;;2013-10-08;2013;;;1.089;3518;300;;43;8.8;-10;;-20;;;;;1;0.9;;91;20;1.9;;;;32000;;;3100;;;;124458;;470551.008;;-31.0783618662093;-32.1777554915314;;0.6442;-0.780317731000194;2.2041;
2620-EAG-1;BNB1003;Tussenboezem Vinkeveen b;116544;466966;;2013-10-08;2013;;;6.511;21000;2750;30;67;13;0;0;-10;-10;230.204;230.204;;;1.5;12;190;;;;;;22000;3.3;3.3;2900;15.3;;;116544;116544;466966.016;466966.016;-6.71611678488077;-6.40264626100759;-0.264256618915962;3.0895;;6.8241;9.4235
2500-EAG-5;GWV1002;Vinkeveense Plassen;124369;470942;;2013-10-08;2013;;;7.595;14349.3333333333;966.666666666667;5;44.6666666666667;7.03333333333333;-3.33333333333333;0;-13.3333333333333;-10;;;;1.1;0.933333333333333;0.25;62.3333333333333;21;1.4;;;;27333.3333333333;10;10;1833.33333333333;14.7;;;124369;124369;470942.016;470942.016;-19.8096352123633;-19.762049076832;-38.6279216555223;-0.0638666666666665;-0.87394464389488;2.46076666666667;-0.088125
;GWV1028;als GWV1002 voor BC op diepte;124369;470942;;2013-10-08;2013;;;1.127;15416;1300;;42;7.5;-10;;-20;;;;;1.1;1;;82;21;1.8;;;;32000;;;2700;;;;124369;;470942.016;;-23.0133959909841;-22.3608456958029;;0.4219;-0.799043113579131;2.9741;
2500-EAG-5;GWV1009;Vinkeveense Plassen;124770;471294;;2013-10-08;2013;;;7.71133333333333;13019.6666666667;966.666666666667;5;42.6666666666667;7.86666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;0.99;0.8;0.22;62.6666666666667;19;1.3;;;;27000;12;12;2000;14.8;;;124770;124770;471294.016;471294.016;-22.2733482233211;-23.575095933884;-52.676959722592;-0.0556333333333334;-0.892670026473817;1.4341;-0.11241
;GWV1035;als GWV1009 voor BC op diepte;124770;471294;;2013-10-08;2013;;;1.181;3369;150;;38;8;-10;;-20;;;;;0.99;0.8;;78;20;1.9;;;;31000;;;2900;;;;124770;;471294.016;;-34.8478487736929;-35.0958078556898;;0.3231;-0.780317731000194;1.4341;
2620-EAG-1;BNB1004;Tussenboezem Vinkeveen b;115955;467367;;2013-10-09;2013;;;6.1275;16781.5;1650;5;56;10;0;0;-10;-10;904.727;904.727;;;1.5;6;145;;;;;;21000;6.8;6.8;2100;15.8;;;115955;115955;467367.008;467367.008;-7.67854099305205;-7.31850175244143;-1.09430987562285;1.978;;6.8241;4.5665
2600-EAG-1;BNB1005;Tussenboezem Vinkeveen b;115385;467443;;2013-10-09;2013;;;6.585;17174;2200;5;59;12.4;0;0;-10;-10;168.929;168.929;;;1.3;3.7;160;;;;;;20000;6;6;2550;15.8;;;115385;115385;467443.008;467443.008;-7.76890052929492;-7.53390781388488;-1.56569701721655;2.3485;;5.2841;2.70465
2500-EAG-6;GWV1018;Tussenboezem Vinkeveen b;116617;470230;;2013-10-09;2013;;;5.872;16906;1500;20;41;9;0;0;-10;-10;73.246;73.246;;;1.4;4.9;120;;;;;;25000;8.1;8.1;2250;15.4;;;116617;116617;470230.016;470230.016;-11.1790091283853;-10.5518579362892;-1.59455256945759;1.3605;;6.0541;3.67605
2625-EAG-1;BNB1000;Tussenboezem Vinkeveen b;115246;468426;;2013-10-09;2013;;;6.1135;16032;1800;5;51;11;0;0;-10;-10;142.425;142.425;;;1.3;4.8;145;;;;;;21000;8.3;8.3;2350;15.7;;;115246;115246;468425.984;468425.984;-8.77024784549511;-8.76419772512707;-1.66975464532383;1.978;;5.2841;3.5951
2500-EAG-6;GWV1020;Tussenboezem Vinkeveen b;116475;471092;;2013-10-09;2013;;;6.1335;18919;1500;110;39;7.9;0;0;-10;-10;438.462;438.462;;;2;5.6;160;;;;;;30000;8.2;8.2;2350;15.2;;;116475;116475;471092;471092;-8.98799144787949;-9.24299147318007;-1.40356916399598;2.3485;;10.6741;4.2427
2625-EAG-1;BNB1001;Tussenboezem Vinkeveen b;115482;469403;;2013-10-09;2013;;;6.511;18031;2850;30;63;15.5;0;0;-10;-10;91.269;91.269;;;1;6.4;165;;;;;;24000;4.8;4.8;3750;15.8;;;115482;115482;469403.008;469403.008;-12.3738000965807;-13.1826531455204;-0.721881636063874;2.472;;2.9741;4.8903
2500-EAG-6;GWV1021;Tussenboezem Vinkeveen b;116269;469751;;2013-10-09;2013;;;1.119;21078.5;2050;180;52;9.8;0;0;-10;-10;104.785;104.785;;;1.9;2.7;190;;;;;;19000;15;15;1900;15.3;;;116269;116269;469751.008;469751.008;-3.67545497928953;-3.506580990665;-5.3295536376793;3.0895;;9.9041;1.89515
2625-EAG-1;BNB1002;Tussenboezem Vinkeveen b;115182;470425;;2013-10-09;2013;;;1.122;19894;1900;30;48;9.6;0;0;-10;-10;72.339;72.339;;;1.3;6.7;125;;;;;;25000;4.9;4.9;2400;15.8;;;115182;115182;470424.992;470424.992;-10.1161637949551;-10.088715290714;-0.703976120457206;1.484;;5.2841;5.13315
2500-EAG-6;GWV1024;Tussenboezem Vinkeveen b;116914;467253;;2013-10-09;2013;;;6.379;14997.5;1900;5;51;12.5;0;0;-10;-10;96.255;96.255;;;1.4;4.3;185;;;;;;26000;5.5;5.5;3300;15.3;;;116914;116914;467252.992;467252.992;-11.5345854089716;-11.9979366633951;-1.23490494940206;2.966;;6.0541;3.19035
2500-EAG-6;GWV1025;Tussenboezem Vinkeveen b;117403;466599;;2013-10-09;2013;;;1.191;21861.5;2750;30;52;12.4;0;0;-10;-10;130.357;130.357;;;1.6;4.6;205;;;;;;21000;3.8;3.8;2650;15.4;;;117403;117403;466599.008;466599.008;-5.04667487068848;-5.10010604740395;-0.794362414839992;3.46;;7.5941;3.4332
2500-EAG-6;GWV1023;Tussenboezem Vinkeveen b;116232;468092;;2013-10-09;2013;;;6.486;24805.5;2500;5;45;10;0;0;-10;-10;98.473;98.473;;;1.4;4.2;145;;;;;;21000;5.5;5.5;2150;15.4;;;116232;116232;468092;468092;-4.76028445245054;-4.66235907483261;-1.26430744819734;1.978;;6.0541;3.1094
2500-EAG-6;GWV1022;Tussenboezem Vinkeveen b;116017;468960;;2013-10-09;2013;;;1.11;20158;2200;170;46;10.8;0;0;-10;-10;82.735;82.735;;;1.7;6.3;180;;;;;;22000;6.1;6.1;2350;15.3;;;116017;116017;468960;468960;-5.83238340099012;-5.92410483501028;-0.920342939400092;2.8425;;8.3641;4.80935
2500-EAG-2;GWV1012;Tussenboezem Vinkeveen a (demmerik);125443;469822;;2013-10-10;2013;;;5.911;16871;1500;30;40;9.2;0;0;-10;-10;90.022;90.022;;;1.3;0.78;120;;;;;;25000;4;4;2300;12.2;;;125443;125443;469822.016;469822.016;-11.581498862779;-11.3784719936762;-4.93238741124735;1.3605;;5.2841;0.34091
2500-EAG-2;GWV1017;Tussenboezem Vinkeveen a (demmerik);124927;469141;;2013-10-10;2013;;;5.9875;13807.5;1200;20;45;8.9;0;0;-10;-10;;;;;1;0.51;90.5;;;;;;22000;3.6;3.6;1950;12.3;;;124927;124927;469140.992;469140.992;-13.4594605602952;-13.593234231694;-6.79689893900091;0.63185;;2.9741;0.122345
2500-EAG-2;GWV1016;Tussenboezem Vinkeveen a (demmerik);124610;468761;;2013-10-10;2013;;;6.3375;20787;1950;30;43;9.4;0;0;-10;-10;16.492;16.492;;;1.6;0.79;150;;;;;;25000;4;4;2350;12.4;;;124610;124610;468760.992;468760.992;-7.92326393709885;-7.88752143245705;-4.86995212756067;2.1015;;7.5941;0.349005
2500-EAG-2;GWV1014;Tussenboezem Vinkeveen a (demmerik);124165;468403;;2013-10-10;2013;;;6.538;11825.5;1300;70;45;11;0;0;-10;-10;;;;;0.7;0.66;81;;;;;;20000;3;3;2250;12.5;;;124165;124165;468403.008;468403.008;-17.930982198957;-18.2294065315048;-4.33197140255491;0.3972;;0.6641;0.24377
2500-EAG-2;GWV1015;Tussenboezem Vinkeveen a (demmerik);124695;468216;;2013-10-10;2013;;;1.161;12238;1650;40;53;12.9;0;0;-10;-10;83.024;83.024;;;0.8;1;105;;;;;;20000;2;2;2600;12.4;;;124695;124695;468216;468216;-15.2035821453806;-15.6647432721444;-1.90976503254781;0.99;;1.4341;0.519
2500-EAG-2;GWV1013;Tussenboezem Vinkeveen a (demmerik);124388;469379;;2013-10-10;2013;;;6.585;15154;2100;5;62;13.6;0;0;-10;-10;27.586;27.586;;;0.7;0.4;101.5;;;;;;21000;6.4;6.4;2900;12.5;;;124388;124388;469379.008;469379.008;-16.1239378614041;-16.9720471342271;-15.448672771798;0.90355;;0.6641;0.0333000000000001
2500-EAG-6;GWV1019;Tussenboezem Vinkeveen b;117875;471952;;2013-10-11;2013;;;6.5755;19775.5;2650;1600;45;13.1;0;0;-10;-10;;;;;1.3;6.4;170;;;;;;19000;5.2;5.2;2550;11.9;;;117875;117875;471952;471952;-5.84373555053704;-5.68092524370346;-0.646194403681069;2.5955;;5.2841;4.8903
2500-EAG-5;GWV1011;Vinkeveense Plassen;124121;472753;;2013-10-11;2013;;;8.306;7104.33333333333;766.666666666667;5;50.6666666666667;10.6666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;0.88;0.6;0.26;62;18;1.5;;;;20666.6666666667;8.7;8.7;2133.33333333333;11.8;;;124121;124121;472752.992;472752.992;-26.3793817157535;-26.7052115828692;-32.312355548355;-0.0720999999999998;-0.855219261315943;-0.1059;-0.08003
;GWV1037;als GWV1011 voor BC op diepte;124121;472753;;2013-10-11;2013;;;1.201;1218.5;150;;46;10.2;-10;;-20;;;;;0.88;0.6;;80;18;2.2;;;;20000;;;2500;;;;124121;;472752.992;;-29.1467757416264;-31.0727926530672;;0.3725;-0.724141583263382;-0.1059;
2500-EAG-5;GWV1000;Vinkeveense Plassen;123796;472057;;2013-10-11;2013;;;7.616;15148.3326666667;1066.66666666667;30;38.6666666666667;6.96666666666667;-3.33333333333333;0;-13.3333333333333;-10;;;;1.3;0.866666666666667;0.85;61;26;1.7;;;;23999.998;5.1;5.1;1633.33333333333;12;;;123796;123796;472056.992;472056.992;-16.166250672793;-17.0555774913627;-5.77627656420264;-0.0968;-0.817768496158068;1.94743333333333;0.397575
2500-EAG-5;GWV1026;als GWV1000 voor BC op diepte;123796;472057;;2013-10-11;2013;;;1.069;15080;1100;;38;6.9;-10;;-20;;;;;1.3;0.8;;62;26;1.9;;;;27999.998;;;2100;;;;123796;;472056.992;;-22.8780922006948;-23.3541276637806;;-0.0720999999999998;-0.780317731000194;1.4341;
2500-EAG-5;GWV1001;Vinkeveense Plassen;123896;471240;;2013-10-11;2013;;;4.79366666666667;8166.66666666667;533.333333333333;5;32.3333333333333;6.9;-3.33333333333333;0;-13.3333333333333;-10;;;;1.3;0.566666666666667;0.57;38;26;1.5;;;;16666.6666666667;4.9;4.9;1086.66666666667;11.9;;;123896;123896;471240;471240;-19.8390524580866;-20.4176655560907;-8.29913344719639;-0.6649;-0.855219261315943;-0.362566666666667;0.170915
2500-EAG-5;GWV1027;als GWV1001 voor BC op diepte;123896;471240;;2013-10-11;2013;;;1.197;7762;600;;31;6.9;-10;;-20;;;;;1.3;0.7;;59;26;2.2;;;;20000;;;1600;;;;123896;;471240;;-20.5555117278623;-21.4491051616418;;-0.1462;-0.724141583263382;0.6641;
2500-EAG-5;GWV1010;Vinkeveense Plassen;124504;471936;;2013-10-11;2013;;;4.54033333333333;3631.33333333333;333.333333333333;5;46;9.8;-3.33333333333333;0;-13.3333333333333;-10;;;;1.3;0.666666666666667;0.28;61;26;2.4;;;;21999.9993333333;6.4;6.4;2100;11.9;;;124504;124504;471936;471936;-30.2240572157706;-28.8560493161167;-22.0695325311399;-0.0968;-0.686690818105508;0.407433333333333;-0.06384
;GWV1036;als GWV1010 voor BC op diepte;124504;471936;;2013-10-11;2013;;;1.132;3135;400;;42;10.2;-10;;-20;;;;;1.3;0.8;;95;26;3;;;;25999.998;;;3000;;;;124504;;471936;;-28.1691490759571;-29.2206923015586;;0.743;-0.574338522631885;1.4341;
6100-EAG-1;NIJ1000;Noorder IJplas 6m;119391;493345;;2013-10-14;2013;;;10.1265;11881.9995;7849.9995;1800;96;57.3;0;0;-10;-10;;;;;0.2;0.06;225;;;;;;1400;53;53;970;9.6;;;119391;119391;493344.992;493344.992;15.1864256993323;26.1894709233734;-836.638967508208;3.954;;-3.1859;-0.24193
6100-EAG-1;NIJ1004;Noorder IJplas diep;119512;493213;;2013-10-14;2013;;;7.08;30768.999;7950;1500;86;25.3;0;0;-10;-10;;;;;0.8;0.78;200;;;;;;10999.999;6.6;6.6;2900;10;;;119512;119512;493212.992;493212.992;8.04038920657027;8.05007596106226;-7.10701784932852;3.3365;;1.4341;0.34091
6100-EAG-1;NIJ1002;Noorder IJplas 15m;119266;493149;;2013-10-14;2013;;;1.287;19881;5950;1700;88;29.3;0;0;-10;-10;;;;;0.7;0.55;200;;;;;;8600;42;42;2600;9.7;;;119266;119266;493148.992;493148.992;3.94292911492329;3.88493673961556;-72.0510423524618;3.3365;;0.6641;0.154725
6100-EAG-1;NIJ1001;Noorder IJplas 6m;119226;493010;;2013-10-14;2013;;;1.305;15195.4995;4950;1100;89;31;0;0;-10;-10;;;;;0.5;1.8;165;;;;;;8700;25;25;2800;9.8;;;119226;119226;493009.984;493009.984;0.246960223813747;0.0481626880669726;-13.0773763992887;2.472;;-0.8759;1.1666
6100-EAG-1;NIJ1005;Noorder IJplas diep;119374;492997;;2013-10-14;2013;;;7.0555;32177.499;8050;1800;86;24.4;0;0;-10;-10;;;;;0.9;1.8;215;;;;;;11999.999;0.74;0.74;3000;9.9;;;119374;119374;492996.992;492996.992;7.28811412285681;6.95033233881679;0.157519108944659;3.707;;2.2041;1.1666
6100-EAG-1;NIJ1003;Noorder IJplas diep;119507;493115;;2013-10-14;2013;;;7.252;25873.499;8549.9995;1800;90;31.4;0;0;-10;-10;;;;;0.8;1.1;250;;;;;;9600;1.8;1.8;3150;9.6;;;119507;119507;493115.008;493115.008;6.79747644593818;6.34646733058836;-0.673090443815576;4.5715;;1.4341;0.59995
3230-EAG-2;PKH1021;Wijde Blik 6m;133180;471249;;2013-10-15;2013;;;7.054;3224.5;1050;180;84;28.6;0;0;-10;-10;0;0;;;0.2;0.005;50;;;;;;2400;7.5;7.5;705;15.9;;;133180;133180;471248.992;471248.992;-1.97276402740723;-2.64948365038576;-1428.99592052957;-0.3685;;-3.1859;-0.2864525
3230-EAG-2;PKH1022;Wijde Blik 12m;131574;470857;;2013-10-15;2013;;;6.414;8100;1200;80;71;14.7;0;0;-10;-10;0;0;;;0.2;0.24;63;;;;;;9900;3.6;3.6;1450;15.8;;;131574;131574;470856.992;470856.992;-11.6681507846714;-25.352766747339;-14.3047496669903;-0.0473999999999999;;-3.1859;-0.09622
3230-EAG-2;PKH1023;Wijde Blik diep;132378;471381;;2013-10-15;2013;;;7.291;8156.5;2450;80;87;28.2;0;0;-10;-10;0;0;;;0.2;0.67;118.5;;;;;;9100;0.71;0.71;2650;15.8;;;132378;132378;471380.992;471380.992;-10.1346923422368;-21.3321788435828;-0.95741958555689;1.32345;;-3.1859;0.251865
3230-EAG-2;PKH1024;Wijde Blik diep;132582;470566;;2013-10-15;2013;;;1.263;8980.5;2200;70;83;23.5;0;0;-10;-10;0;0;;;0.5;0.82;121;;;;;;7900;1.4;1.4;1900;15.7;;;132582;132582;470566.016;470566.016;-5.0838024713475;-5.30048013460102;-1.60187871416404;1.3852;;-0.8759;0.37329
3230-EAG-2;PKH1025;Wijde Blik diep;132841;471020;;2013-10-15;2013;;;7.1235;9018.5;1900;180;80;20.1;0;0;-10;-10;0;0;;;0.5;0.69;97;;;;;;8800;1.2;1.2;1850;15.9;;;132841;132841;471020;471020;-7.55911365948179;-6.99708297135219;-1.53526785306586;0.7924;;-0.8759;0.268055
3230-EAG-2;PKH1026;Wijde Blik diep;132188;470954;;2013-10-15;2013;;;7.4805;7231.5;2700;140;90;34.2;0;0;-10;-10;0;0;;;0.2;0.3;138;;;;;;4100;5.5;5.5;1450;15.9;;;132188;132188;470953.984;470953.984;0.701956310763317;0.251984519885763;-17.4507152336669;1.8051;;-3.1859;-0.04765
3360-EAG-17;PMW199;mp vegetatie polder Maarsseveen-Westbroek;138080;465665;;2016-05-30;2016;7000;;1.083;18000;3100;8500;79;16;;;;;;;0.05;;1.4;0.2;250;;;0.005;;2.5;1900;;;330;;;;;;;;5.60247720941647;5.82014889642888;;4.5715;;6.0541;-0.1286
3302-EAG-1;OBT110;mp vegetatie Oostelijke binnenpolder v Tienhoven;137218;465682;;2016-05-30;2016;18000;;1.181;20000;4800;60000;77;20.3;;;;;;;0.015;;2.3;1.4;550;;;0.005;;2.5;1900;;;460;;;;;;;;4.03260806954947;4.02499699221447;;11.9815;;12.9841;0.8428
3360-EAG-17;PMW200;mp vegetatie polder Maarsseveen-Westbroek;137934;465539;;2016-05-30;2016;13000;;1.11;36000;7700;12000;78;19.4;;;;;;;0.19;;2.2;0.34;470;;;0.005;;2.5;2200;;;470;;;;;;;;8.12071785938593;8.10998976821482;;10.0055;;12.2141;-0.01527
3302-EAG-1;OBT129;mp vegetatie Oostelijke binnenpolder v Tienhoven;135371;464779;;2016-05-30;2016;9600;;1.188;7000;2100;14000;86;26;;;;;;;0.34;;0.4;0.19;130;;;0.005;;2.5;3800;;;1200;;;;;;;;0.0429109491822431;0.529474542886512;;1.6075;;-1.6459;-0.136695
3302-EAG-1;OBT121;mp vegetatie Oostelijke binnenpolder v Tienhoven;135343;465026;;2016-05-30;2016;10000;;1.205;9000;3000;26000;81;27.3;;;;;;;1.4;;0.6;1.2;210;;;0.036;;2.5;2900;;;960;;;;;;;;3.50757425045825;3.65075378422966;;3.5835;;-0.1059;0.6809
3302-EAG-1;OBT137;mp vegetatie Oostelijke binnenpolder v Tienhoven;135464;465036;;2016-05-30;2016;14000;;1.276;5000;2400;13000;88;35.2;;;;;;;2.1;;0.2;0.04;120;;;0.005;;2.5;2100;;;940;;;;;;;;3.52603926432729;3.72331653193985;;1.3605;;-3.1859;-0.25812
3302-EAG-1;OBT126;mp vegetatie Oostelijke binnenpolder v Tienhoven;135893;465018;;2016-05-30;2016;4800;;1.27;4000;1900;11000;89;34.9;;;;;;;1.7;;0.2;0.32;130;;;0.005;;2.5;2000;;;890;;;;;;;;1.49309479287157;1.43309264548015;;1.6075;;-3.1859;-0.03146
3360-EAG-17;PMW223;mp vegetatie polder Maarsseveen-Westbroek;137647;465270;;2016-05-31;2016;5800;;1.187;6000;1600;6100;84;20.9;;;;;;;2.9;;0.5;0.19;120;;;0.02;;2.5;2300;;;570;;;;;;;;2.80684787519769;2.21222109485086;;1.3605;;-0.8759;-0.136695
3360-EAG-17;PMW212;mp vegetatie polder Maarsseveen-Westbroek;136986;464442;;2016-05-31;2016;12000;;1.055;16000;2000;13000;48;12.2;;;;;;;4.3;;1;0.32;130;;;0.005;;2.5;6200;;;800;;;;;;;;2.58849490043832;2.88522976896482;;1.6075;;2.9741;-0.03146
3360-EAG-17;PMW229;mp vegetatie polder Maarsseveen-Westbroek;137506;465129;;2016-05-31;2016;12000;;1.227;10000;3400;9400;87;26.8;;;;;;;0.96;;0.4;0.1;140;;;0.01;;2.5;2400;;;790;;;;;;;;8.01902378319587;8.07020566339159;;1.8545;;-1.6459;-0.20955
3360-EAG-17;PMW233;mp vegetatie polder Maarsseveen-Westbroek;137470;465294;;2016-05-31;2016;9600;;1.14;4000;800;3300;73;15.9;;;;;;;1.7;;0.2;0.3;62;;;0.01;;2.5;2200;;;400;;;;;;;;0.924575900309777;0.467117282935323;;-0.0720999999999998;;-3.1859;-0.04765
