pol;EAG;GAF;KRW;watertype;bodem;a_inlaat1;a_inlaat2;a_inlaat3;a_inlaat4;a_inlaat5;a_uitlaat1;a_uitlaat2;a_uitlaat3;a_uitlaat4;a_tot;a_drain;a_verhard;a_gemengd;a_water;a_bodemhoogte;a_slootdiepte;wp_meting_gm3;wp_meting_mgm2d;jaar;maand;seiz;w_peil;w_volume;w_debiet;w_berging;w_sluitfout;w_maalstaat;w_i_neerslag;w_i_kwel;w_i_verhard;w_i_riol;w_i_drain;w_i_uitspoel;w_i_afstroom;w_i_inlaat1;w_i_inlaat2;w_i_inlaat3;w_i_inlaat4;w_i_inlaat5;w_o_verdamping;w_o_wegzijg;w_o_intrek;w_o_uitlaat1;w_o_uitlaat2;w_o_uitlaat3;w_o_uitlaat4;w_o_uitlaat5;wp_min_neerslag;wp_min_kwel;wp_min_verhard;wp_min_riol;wp_min_drain;wp_min_uitspoel;wp_min_afstroom;wp_min_inlaat1;wp_min_inlaat2;wp_min_inlaat3;wp_min_inlaat4;wp_min_inlaat5;wp_inc_neerslag;wp_inc_kwel;wp_inc_verhard;wp_inc_riol;wp_inc_drain;wp_inc_uitspoel;wp_inc_afstroom;wp_inc_inlaat1;wp_inc_inlaat2;wp_inc_inlaat3;wp_inc_inlaat4;wp_inc_inlaat5;namen;versie;naam;KRWnaam;agrarisch;p_i_redDAW;wp_min_sum;wp_inc_sum;wp_tot_sum;watdteF;watdte;kPDitch;PvskPDitch;Troebel.naar.helder..mg.P.m2.d.;P.load_year..mgP.m2.d.;Helder.naar.troebel..mg.P.m2.d.;lake.ditch.vollenweider;PvskPLake
GAF-3300-F002.xlsx;;;;M27;VEEN;Tienhovens + NP;Gansenhoef;Bethune;Sluislek;inlaat peilbeheer;naar Loenderveen - duikerC;naar Beringde Landen;naar Noorderpark;naar Tienhovense Plassen;3449.9948;0;267.983284551953;0;1629.2312;-3;1.89;0.0368200487808983;0.0996349898851733;2013.96261682243;6.44859813084112;;-1.11016792628788;30789733.7725248;6.00573065137112;617.816591915337;6669.82921832673;-37172.1986302998;40611.2533792814;0;4930.1100644911;0;0;11633.281939261;5999.30496464493;2695.350479583;248.89835302324;11747.6528511852;324;19657.3855286316;33099.9832810414;30792.46968;1410.36687562502;0;0;1003.48810532173;1656.37679805557;30502.3694119731;0;0;0.0907810395079182;0;0;0.142807011543371;0.0736458393952305;0.00827184772665475;0.00611081724983513;0.288421995630459;0.00357960245298519;0.0723926187835034;0.049853272364636;0;0.0907810395079182;0;0;0.142807011543371;0.0736458393952305;0.0165436954533095;0.00687466940606452;0.14421099781523;0.000994334014718107;0;;;;;0;0.0142807011543371;0.686010772289957;0.525710859500477;1.21172163179043;;;;;;;;;
Kockengen-GAF_F001.xlsx;;;;;;extra aanvoer;gemiste inlaat;;;inlaat peilbeheer;;;;;1155.33242;0;115.5332;0;92.42662;-2.5;0.5;;0;2014;6.5;;-1.99334101331527;468287.776318944;26.6295399932332;3.34472389372844;-3039.95751697096;-14484.8616225678;2393.69299386996;0;2222.63609540374;0;0;14454.2944578396;0;0;1311.01809088892;0;100;4131.14209929139;1860.38208917516;184.85324;5046.07399247341;0;0;0;0;17524.8191395388;0.155389842917763;0;0.216428176845953;0;0;4.69160111811066;0;0;0.3687949463381;0;0.0162290907100141;0.670446798653579;0.0517966143059209;0;0.721427256153176;0;0;0;0;0;0.0709221050650192;0;0.00540969690333802;0.22348226621786;;;;;;0.469160111811066;6.11888997357607;1.07303793864531;7.19192791222138;;;;;;;;;
vader_0_Loos2a_test_malen2015.xlsx;;;;M27;VEEN;Tienhovens + NP;Gansenhoef;Bethune;Sluislek;inlaat peilbeheer;naar Loenderveen - duikerC;naar Beringde Landen;naar Noorderpark;naar Tienhovense Plassen;3449.9948;0;267.983284551953;0;1629.2312;-3;1.89;0.128406123743044;0.288806179390914;2012.39130434783;6.30434782608696;;-1.10867498329961;30814057.265488;6.21195948401324;138.308741338662;4938.67706236291;-36087.657702484;40263.5532085158;0;4834.79160327107;0;0;18617.3274008096;1012.30326804082;2036.95327998606;385.972808311401;12756.4427986446;0;21299.8376773232;33077.1014580981;30792.46968;3108.86155530373;0;0;1329.903409536;1888.17404318237;31148.9806401211;0.0247132225361973;0;0.0890258841704799;0;0;0.228541257997141;0.012426760155843;0.0062512713971659;0.00947619486568636;0.117445972050909;0;0.0784413078168031;0.0494264450723947;0;0.0890258841704799;0;0;0.228541257997141;0.012426760155843;0.0125025427943318;0.0106607192238972;0.156594629401213;0;0;;;;;0;0.0228541257997141;0.566321870990226;0.5591782388153;1.12550010980553;;;;;;;;;
;2220-EAG-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.65;;;;;;;0.345421727;0.65;0.690843454;vollenweider;0.940878857918512
;2500-EAG-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.83;;;;;;;0.366;0.83;0.730931115;vollenweider;1.1355379227494
;2500-EAG-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53;;;;;;;0.366;0.53;0.730931115;vollenweider;0.725102528984554
;2500-EAG-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53;;;;;;;0.366;0.53;0.730931115;vollenweider;0.725102528984554
;2550-EAG-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.334;;;;;;;1;1.334;5.81;lake; empirisch;1.334
;3200-EAG-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;0.377;0.99;0.754311537;vollenweider;1.31245506854816
;3230-EAG-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.399699097;;;;;;;0.324;0.399699097;0.647661607;vollenweider;0.617141872669318
;3360-EAG-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.611391717;;;;;;;0.361;0.611391717;0.72151989;vollenweider;0.847366407321079
;6100-EAG-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.475;;;;;;;0.289;0.475;0.578042296;vollenweider;0.821739175985835
;8070-EAG-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;;;;;;;0.452;14.2;0.902792871;vollenweider;15.7289678021837
;NL11_3_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53;;;;;;;0.366;0.53;0.730931115;vollenweider;0.725102528984554
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.399699097;;;;;;;0.324;0.399699097;0.647661607;vollenweider;0.617141872669318
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.611391717;;;;;;;0.361;0.611391717;0.72151989;vollenweider;0.847366407321079
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.475;;;;;;;0.289;0.475;0.578042296;vollenweider;0.821739175985835
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2;;;;;;;0.452;14.2;0.902792871;vollenweider;15.7289678021837
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53;;;;;;;0.366;0.53;0.730931115;vollenweider;0.725102528984554
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.65;;;;;;;0.345421727;0.65;0.690843454;vollenweider;0.940878857918512
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.83;;;;;;;0.366;0.83;0.730931115;vollenweider;1.1355379227494
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53;;;;;;;0.366;0.53;0.730931115;vollenweider;0.725102528984554
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.53;;;;;;;0.366;0.53;0.730931115;vollenweider;0.725102528984554
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.334;;;;;;;1;1.334;5.81;lake; empirisch;0.22960413080895
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.99;;;;;;;0.377;0.99;0.754311537;vollenweider;1.31245506854816
