CODE;BUITENGEBRUIKDATUM;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;OPMERKING;MOTIVATIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
GWV668;;2010_Waterproef-Groot Wilnis Vinkeveen-133;NL11;;;;122410;466996;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV669;;2010_Waterproef-Groot Wilnis Vinkeveen-134;NL11;;;;122348;466683;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV670;;2010_Waterproef-Groot Wilnis Vinkeveen-135;NL11;;;;122374;467544;;;lijnvormig;;inventarisatie NVO 2014;;MACFTGBD_MACFTNVO_VASTECOMACFT;;KRW;;HYBI;;Bebouwing;47;2500-EAG-1;
GWV671;;2010_Waterproef-Groot Wilnis Vinkeveen-136;NL11;;;;122453;467349;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV672;;2010_Waterproef-Groot Wilnis Vinkeveen-137;NL11;;;;122699;467285;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV673;;2010_Waterproef-Groot Wilnis Vinkeveen-138;NL11;;;;122807;465870;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV674;;2010_Waterproef-Groot Wilnis Vinkeveen-139;NL11;;;;122514;466139;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV675;;2010_Waterproef-Groot Wilnis Vinkeveen-140;NL11;;;;123570;465363;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV676;;2010_Waterproef-Groot Wilnis Vinkeveen-141;NL11;;;;123995;465619;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV677;;2010_Waterproef-Groot Wilnis Vinkeveen-142;NL11;;;;123828;465487;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV678;;2010_Waterproef-Groot Wilnis Vinkeveen-143;NL11;;;;122732;466824;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV679;;2010_Waterproef-Groot Wilnis Vinkeveen-144;NL11;;;;122686;466501;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV680;;2010_Waterproef-Groot Wilnis Vinkeveen-145;NL11;;;;122866;465767;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV681;;2010_Waterproef-Groot Wilnis Vinkeveen-146;NL11;;;;122176;466643;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-2;
GWV682;;2010_Waterproef-Groot Wilnis Vinkeveen-147;NL11;;;;122137;466114;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-2;
GWV683;;2010_Waterproef-Groot Wilnis Vinkeveen-148;NL11;;;;122084;465842;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-2;
GWV684;;2010_Waterproef-Groot Wilnis Vinkeveen-149;NL11;;;;123498;464917;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV685;;2010_Waterproef-Groot Wilnis Vinkeveen-150;NL11;;;;122364;466253;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV686;;2010_Waterproef-Groot Wilnis Vinkeveen-151;NL11;;;;122534;465833;;;lijnvormig;;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;47;2502-EAG-1;
GWV687;;2010_Waterproef-Groot Wilnis Vinkeveen-152;NL11;;;;122243;465653;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2502-EAG-1;
GWV688;;2010_Waterproef-Groot Wilnis Vinkeveen-153;NL11;;;;123361;465080;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV689;;2010_Waterproef-Groot Wilnis Vinkeveen-154;NL11;;;;122336;464208;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV690;;2010_Waterproef-Groot Wilnis Vinkeveen-155;NL11;;;;122136;464378;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV691;;2010_Waterproef-Groot Wilnis Vinkeveen-156;NL11;;;;122094;464689;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV692;;2010_Waterproef-Groot Wilnis Vinkeveen-157;NL11;;;;122284;464617;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV693;;2010_Waterproef-Groot Wilnis Vinkeveen-158;NL11;;;;122506;464182;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV694;;2010_Waterproef-Groot Wilnis Vinkeveen-159;NL11;;;;122344;464872;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV695;;2010_Waterproef-Groot Wilnis Vinkeveen-160;NL11;;;;122537;464509;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV696;;2010_Waterproef-Groot Wilnis Vinkeveen-161;NL11;;;;122646;464524;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV697;;2010_Waterproef-Groot Wilnis Vinkeveen-162;NL11;;;;123429;464526;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV698;;2010_Waterproef-Groot Wilnis Vinkeveen-163;NL11;;;;118601;465906;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV699;;2010_Waterproef-Groot Wilnis Vinkeveen-164;NL11;;;;118801;465918;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV700;;2010_Waterproef-Groot Wilnis Vinkeveen-165;NL11;;;;118794;465826;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV701;;2010_Waterproef-Groot Wilnis Vinkeveen-166;NL11;;;;122668;464654;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV702;;2010_Waterproef-Groot Wilnis Vinkeveen-167;NL11;;;;122685;464918;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV703;;2010_Waterproef-Groot Wilnis Vinkeveen-168;NL11;;;;122563;464772;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV704;;2010_Waterproef-Groot Wilnis Vinkeveen-169;NL11;;;;122772;464509;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV705;;2010_Waterproef-Groot Wilnis Vinkeveen-170;NL11;;;;123385;464757;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV706;;2010_Waterproef-Groot Wilnis Vinkeveen-171;NL11;;;;118285;465863;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2511-EAG-1;
GWV707;;2010_Waterproef-Groot Wilnis Vinkeveen-172;NL11;;;;118643;466325;;;lijnvormig;;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV708;;2010_Waterproef-Groot Wilnis Vinkeveen-173;NL11;;;;118489;466280;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV709;;2010_Waterproef-Groot Wilnis Vinkeveen-174;NL11;;;;118244;466151;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV710;;2010_Waterproef-Groot Wilnis Vinkeveen-175;NL11;;;;118949;465768;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV711;;2010_Waterproef-Groot Wilnis Vinkeveen-176;NL11;;;;118998;465630;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV712;;2010_Waterproef-Groot Wilnis Vinkeveen-177;NL11;;;;118351;466426;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV713;;2010_Waterproef-Groot Wilnis Vinkeveen-178;NL11;;;;119398;465423;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV714;;2010_Waterproef-Groot Wilnis Vinkeveen-179;NL11;;;;119633;465609;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV714P;;2010_Waterproef-Groot Wilnis Vinkeveen-179;NL11;;;;119633;465609;;;lijnvormig;;;;;;;;;;Veen;47;2510-EAG-3;NL11_2_11
GWV715;;2010_Waterproef-Groot Wilnis Vinkeveen-180;NL11;;;;119633;465609;;;lijnvormig;;;;;;;;;;Veen;47;2510-EAG-3;NL11_2_11
GWV716;;2010_Waterproef-Groot Wilnis Vinkeveen-181;NL11;;;;119368;465753;;;lijnvormig;;;;MACFTGBD_historieVIS;;KRW_Onderzoek;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV717;;2010_Waterproef-Groot Wilnis Vinkeveen-182;NL11;;;;119168;466003;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV718;;2010_Waterproef-Groot Wilnis Vinkeveen-183;NL11;;;;119814;464985;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV719;;2010_Waterproef-Groot Wilnis Vinkeveen-184;NL11;;;;120008;465009;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV720;;2010_Waterproef-Groot Wilnis Vinkeveen-185;NL11;;;;120035;465336;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV721;;2010_Waterproef-Groot Wilnis Vinkeveen-186;NL11;;;;119657;465894;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV722;;2010_Waterproef-Groot Wilnis Vinkeveen-187;NL11;;;;119615;466047;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV723;;2010_Waterproef-Groot Wilnis Vinkeveen-188;NL11;;;;119723;465843;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV724;;2010_Waterproef-Groot Wilnis Vinkeveen-189;NL11;;;;119866;465903;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV725;;2010_Waterproef-Groot Wilnis Vinkeveen-190;NL11;;;;119144;466239;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV726;;2010_Waterproef-Groot Wilnis Vinkeveen-191;NL11;;;;119778;465092;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV727;;2010_Waterproef-Groot Wilnis Vinkeveen-192;NL11;;;;119707;465215;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV728;;2010_Waterproef-Groot Wilnis Vinkeveen-193;NL11;;;;119583;465153;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV729;;2010_Waterproef-Groot Wilnis Vinkeveen-194;NL11;;;;119696;464800;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV730;;2010_Waterproef-Groot Wilnis Vinkeveen-195;NL11;;;;118099;465988;;;lijnvormig;;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV731;;2010_Waterproef-Groot Wilnis Vinkeveen-196;NL11;;;;119817;465492;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;2510;2510-EAG-3;NL11_2_11
GWV732;;2010_Waterproef-Groot Wilnis Vinkeveen-197;NL11;;;;119710;465094;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV733;;2010_Waterproef-Groot Wilnis Vinkeveen-198;NL11;;;;120064;465598;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV734;;2010_Waterproef-Groot Wilnis Vinkeveen-199;NL11;;;;119617;464432;;;lijnvormig;;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2512-EAG-1;
GWV735;;2010_Waterproef-Groot Wilnis Vinkeveen-200;NL11;;;;119617;464432;;;lijnvormig;;;;;;;;;;Veen;47;2512-EAG-1;
GWV736;;2010_Waterproef-Groot Wilnis Vinkeveen-201;NL11;;;;120006;464529;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV737;;2010_Waterproef-Groot Wilnis Vinkeveen-202;NL11;;;;120192;464450;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV738;;2010_Waterproef-Groot Wilnis Vinkeveen-203;NL11;;;;120427;464549;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV739;;2010_Waterproef-Groot Wilnis Vinkeveen-204;NL11;;;;119728;464640;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV740;;2010_Waterproef-Groot Wilnis Vinkeveen-205;NL11;;;;119609;463588;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV741;;2010_Waterproef-Groot Wilnis Vinkeveen-206;NL11;;;;119977;463868;;;lijnvormig;;;;MACFTGBD_historieVIS;;KRW_Onderzoek;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV742;;2010_Waterproef-Groot Wilnis Vinkeveen-207;NL11;;;;120232;464094;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV743;;2010_Waterproef-Groot Wilnis Vinkeveen-209;NL11;;;;119973;464077;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV744;;2010_Waterproef-Groot Wilnis Vinkeveen-210;NL11;;;;120044;463834;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV745;;2010_Waterproef-Groot Wilnis Vinkeveen-212;NL11;;;;120368;465110;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV746;;2010_Waterproef-Groot Wilnis Vinkeveen-213;NL11;;;;120234;464869;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV747;;2010_Waterproef-Groot Wilnis Vinkeveen-214;NL11;;;;120333;465312;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV748;;2010_Waterproef-Groot Wilnis Vinkeveen-215;NL11;;;;120131;465253;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV749;;2010_Waterproef-Groot Wilnis Vinkeveen-216;NL11;;;;120659;465446;;;lijnvormig;;;;MACFTGBD_MACFTKRWOM_MACFTKRWTT;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV750;;2010_Waterproef-Groot Wilnis Vinkeveen-217;NL11;;;;121274;465314;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV751;;2010_Waterproef-Groot Wilnis Vinkeveen-218;NL11;;;;121124;464932;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV752;;2010_Waterproef-Groot Wilnis Vinkeveen-219;NL11;;;;120921;464746;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV753;;2010_Waterproef-Groot Wilnis Vinkeveen-220;NL11;;;;121308;465020;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV754;;2010_Waterproef-Groot Wilnis Vinkeveen-221;NL11;;;;118639;466049;;;lijnvormig;;;;MACFTGBD_historieVIS;;KRW_Onderzoek;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV755;;2010_Waterproef-Groot Wilnis Vinkeveen-223;NL11;;;;120977;465517;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV756;;2010_Waterproef-Groot Wilnis Vinkeveen-224;NL11;;;;120658;465205;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV757;;2010_Waterproef-Groot Wilnis Vinkeveen-225;NL11;;;;120708;465043;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV758;;2010_Waterproef-Groot Wilnis Vinkeveen-226;NL11;;;;120891;465102;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV759;;2010_Waterproef-Groot Wilnis Vinkeveen-227;NL11;;;;120734;464823;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV760;;2010_Waterproef-Groot Wilnis Vinkeveen-228;NL11;;;;121034;465125;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV761;;2010_Waterproef-Groot Wilnis Vinkeveen-229;NL11;;;;120836;464416;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV762;;2010_Waterproef-Groot Wilnis Vinkeveen-230;NL11;;;;120839;464554;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV763;;2010_Waterproef-Groot Wilnis Vinkeveen-231;NL11;;;;120580;464385;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV764;;2010_Waterproef-Groot Wilnis Vinkeveen-232;NL11;;;;120549;464557;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV765;;2010_Waterproef-Groot Wilnis Vinkeveen-233;NL11;;;;120492;464228;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV766;;2010_Waterproef-Groot Wilnis Vinkeveen-234;NL11;;;;120566;464292;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-3;NL11_2_11
GWV767;;2010_Waterproef-Groot Wilnis Vinkeveen-235;NL11;;;;120846;464196;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV768;;2010_Waterproef-Groot Wilnis Vinkeveen-236;NL11;;;;120964;464177;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV769;;2010_Waterproef-Groot Wilnis Vinkeveen-237;NL11;;;;121797;464628;;;lijnvormig;;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW;;FYCHEM_HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV770;;2010_Waterproef-Groot Wilnis Vinkeveen-239;NL11;;;;124645;468990;;;lijnvormig;;;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Veen;47;2500-EAG-2;NL11_8_1
GWV771;;2010_Waterproef-Groot Wilnis Vinkeveen-240;NL11;;;;121219;463969;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV772;;2010_Waterproef-Groot Wilnis Vinkeveen-241;NL11;;;;121150;464108;;;lijnvormig;;;;MACFTGBD_historieVIS;;KRW_Onderzoek;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV773;;2010_Waterproef-Groot Wilnis Vinkeveen-242;NL11;;;;121296;464310;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV774;;2010_Waterproef-Groot Wilnis Vinkeveen-243;NL11;;;;121469;464616;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV775;;2010_Waterproef-Groot Wilnis Vinkeveen-244;NL11;;;;121049;464144;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2510-EAG-1;NL11_2_11
GWV776;;2010_Waterproef-Groot Wilnis Vinkeveen-245;NL11;;;;124739;469055;;;lijnvormig;;;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Veen;47;2500-EAG-2;NL11_8_1
GWV777;;2010_Waterproef-Groot Wilnis Vinkeveen-246;NL11;;;;124345;468850;;;lijnvormig;;;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Veen;47;2500-EAG-2;NL11_8_1
GWV778;;2010_Waterproef-Groot Wilnis Vinkeveen-248;NL11;;;;124398;467927;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV779;;2010_Waterproef-Groot Wilnis Vinkeveen-250;NL11;;;;124478;468969;;;lijnvormig;;;;MACFTKRW_VASTECOMACFT;;KRW;;HYBI;;Veen;47;2500-EAG-2;NL11_8_1
GWV780;;2010_Waterproef-Groot Wilnis Vinkeveen-251;NL11;;;;124815;468815;;;lijnvormig;;;;MACFTKRW_VASTECOMACFT_VISKRW;;KRW;;HYBI;;Veen;47;2500-EAG-2;NL11_8_1
GWV781;;2010_Waterproef-Groot Wilnis Vinkeveen-253;NL11;;;;123432;467026;;;lijnvormig;;;;MACFTEM_MACFTGBD;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;47;2505-EAG-1;
GWV782;;2010_Waterproef-Groot Wilnis Vinkeveen-254;NL11;;;;123549;467086;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV783;;2010_Waterproef-Groot Wilnis Vinkeveen-255;NL11;;;;123802;467147;;;lijnvormig;;;;MACFTEM_MACFTGBD;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;47;2505-EAG-1;
GWV784;;2010_Waterproef-Groot Wilnis Vinkeveen-256;NL11;;;;123622;467228;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV785;;2010_Waterproef-Groot Wilnis Vinkeveen-257;NL11;;;;124154;467217;;;lijnvormig;;;;MACFTEM_MACFTGBD;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;47;2505-EAG-1;
GWV786;;2010_Waterproef-Groot Wilnis Vinkeveen-258;NL11;;;;124118;467331;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV787;;2010_Waterproef-Groot Wilnis Vinkeveen-259;NL11;;;;123838;467835;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV788;;2010_Waterproef-Groot Wilnis Vinkeveen-260;NL11;;;;123718;467018;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV789;;2010_Waterproef-Groot Wilnis Vinkeveen-261;NL11;;;;123498;466895;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV790;;2010_Waterproef-Groot Wilnis Vinkeveen-262;NL11;;;;123205;466890;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV791;;2010_Waterproef-Groot Wilnis Vinkeveen-263;NL11;;;;123660;467477;;;lijnvormig;;;;MACFTEM_MACFTGBD;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;47;2505-EAG-1;
GWV792;;2010_Waterproef-Groot Wilnis Vinkeveen-264;NL11;;;;123888;467542;;;lijnvormig;;;;MACFTEM_MACFTGBD;MACFTEM;Evaluatie_KRW;Evaluatie;HYBI;HYBI;Veen;47;2505-EAG-1;
GWV793;;2010_Waterproef-Groot Wilnis Vinkeveen-265;NL11;;;;124187;467543;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV794;;2010_Waterproef-Groot Wilnis Vinkeveen-266;NL11;;;;123455;467524;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2500-EAG-1;
GWV795;;2010_Waterproef-Groot Wilnis Vinkeveen-267;NL11;;;;124469;467620;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV796;;2010_Waterproef-Groot Wilnis Vinkeveen-268;NL11;;;;124710;467649;;;lijnvormig;;;Weigering door de heer N. Oudshoorn. Verzoek tot bemiddeling gedaan via e-mail aan Arie Bunschoten en Sjaak Ursem op 24-6-2017. Arie heeft bemiddeld op 28 juni. De weigering blijft van kracht (zie mail van 28 juni aan Ruth en Sonja).;FYTOPLANKTONABUNDANTIE_MACFTEM_MACFTGBD;MACFTEM;Evaluatie_KRW;Evaluatie;FYCHEM_HYBI;HYBI;Veen;47;2505-EAG-1;
GWV797;;2010_Waterproef-Groot Wilnis Vinkeveen-269;NL11;;;;124959;467587;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
GWV798;;2010_Waterproef-Groot Wilnis Vinkeveen-270;NL11;;;;123994;467691;;;lijnvormig;;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2505-EAG-1;
