CODE;BUITENGEBRUIKDATUM;NAAM;NAMESPACE;GERELATEERDMEETOBJECT;GERELATEERDMEETOBJECTROL_ID;WATERTYPE;XCOORD;YCOORD;ZCOORD;REFERENTIEVLAK;MORFOLOGIE;OPMERKING;MOTIVATIE;TOEGANKELIJKHEID;MEETNET_HISTORIE;MEETNET_ACTUEEL;FEWSFILTER_HISTORIE;FEWSFILTER_ACTUEEL;PROGRAMMA_HISTORIE;PROGRAMMA_ACTUEEL;BODEMSOORT;GAFIDENT;EAGIDENT;OWMIDENT
PZH100;;Mp fytobenthos;NL11;;;M10;113780;468179;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;FYTPTGBD_FYTPTKRW_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTGBD_MACFTKRWOM_MACFTKRWTT;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH101;;mp macrofauna, mp vegetatie;NL11;;;M10;116484;465208;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACEVKRW_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD_MACFTKRWOM_MACFTKRWTT;Evaluatie_KRW;Evaluatie_KRW;FYCHEM_HYBI;FYCHEM_HYBI;Veen;47;2600-EAG-1;NL11_2_4
PZH102;;mp macrofauna, mp vegetatie;NL11;;;M10;116542;466727;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTKRW;;KRW;;HYBI;;Veen;47;2600-EAG-1;NL11_2_4
PZH103;;mp macrofauna, mp vegetatie;NL11;;;M10;115446;466216;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRWOM_MACFTKRWTT_VISKRW;MACFTGBD_MACFTKRWOM_MACFTKRWTT;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH104;;mp macrofauna, mp vegetatie;NL11;;;M10;114465;466327;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTGBD_MACFTKRWOM_MACFTKRWTT;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH105;;mp macrofauna, mp vegetatie;NL11;;;M10;114080;467372;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTKRW;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH106;;mp macrofauna, mp vegetatie;NL11;;;M10;113619;468574;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTKRW;;KRW;;HYBI;;Zware klei;47;2600-EAG-1;NL11_2_4
PZH107;;mp macrofauna;NL11;;;M10;114044;467517;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACEVKRW_MACFTGBD;;KRW;;HYBI;;Lichte klei;47;2600-EAG-5;NL11_2_4
PZH108;;mp macrofauna;NL11;;;M1a;113910;466471;;;lijnvormig;Niet actief, Coordinaten liggen te dicht op dam/ d | nog morf check | ;;;MACEVKRW;;KRW;;HYBI;;Lichte klei;47;2600-EAG-6;NL11_2_4
PZH109;;mp macrofauna;NL11;;;M1a;114930;466379;;;lijnvormig; | nog morf check | ;;;MACEVKRW_MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH110;;vis;NL11;;;M10;115979;466350;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTKRW_VISKRW;;KRW;;HYBI;;Veen;47;2600-EAG-1;NL11_2_4
PZH111;;vis;NL11;;;M10;114614;465925;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTKRW_VISKRW;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH112;;vis;NL11;;;M10;114399;466500;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH113;;vis;NL11;;;M10;113438;468949;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;historieVIS;;Onderzoek;;HYBI;;Zware klei;47;2600-EAG-1;NL11_2_4
PZH114;;vis;NL11;;;M1a;112599;468995;;;lijnvormig; | nog morf check | ;;;MACFTGBD_historieVIS;MACFTGBD;KRW_Onderzoek;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-3;
PZH115;;mp vegetatie;NL11;;;M10;116480;465114;;;lijnvormig; | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Veen;47;2600-EAG-1;NL11_2_4
PZH116;;mp vegetatie;NL11;;;M10;116500;465171;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACEVKRW_MACFTKRW;;KRW;;HYBI;;Veen;47;2600-EAG-1;NL11_2_4
PZH117;;mp vegetatie;NL11;;;M10;116480;465151;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2600-EAG-1;NL11_2_4
PZH118;;mp vegetatie;NL11;;;M1a;116770;465587;;;plas_dras; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2600-EAG-9;
PZH119;;mp vegetatie;NL11;;;M10;115472;466207;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Zware klei;47;2600-EAG-1;NL11_2_4
PZH120;;mp vegetatie;NL11;;;M1a;115485;466485;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH121;;mp vegetatie;NL11;;;M10;115491;466270;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Zware klei;47;2600-EAG-8;NL11_2_4
PZH122;;mp vegetatie;NL11;;;M10;114124;467213;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH123;;mp vegetatie;NL11;;;M1a;114360;467323;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH124;;mp vegetatie;NL11;;;M10;114074;467421;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH125;;mp vegetatie;NL11;;;M1a;114468;468658;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2600-EAG-1;NL11_2_4
PZH126;;mp vegetatie;NL11;;;M10;113506;468873;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTKRW;;KRW;;HYBI;;Zware klei;47;2600-EAG-1;NL11_2_4
PZH127;;mp vegetatie;NL11;;;M1a;113211;469037;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Zware klei;47;2600-EAG-4;
PZH128;;mp vegetatie;NL11;;;M1a;112889;468764;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Lichte klei;47;2600-EAG-3;
PZH129;;mp vegetatie;NL11;;;M1a;111572;468715;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-3;
PZH130;;mp vegetatie;NL11;;;M1a;111340;469170;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-3;
PZH131;;mp vegetatie;NL11;;;M1a;111374;469132;;;lijnvormig; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Lichte klei;47;2600-EAG-3;
PZH132;;mp vegetatie;NL11;;;M10;115374;466177;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;inventarisatie NVO 2014;;MACFTKRW_MACFTNVO_VASTECOMACFT;;KRW;;HYBI;;Zware klei;47;2600-EAG-1;NL11_2_4
PZH133;;mp vegetatie;NL11;;;M10;113637;468530;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTGBD_MACFTKRWOM_MACFTKRWTT;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH134;;mp vegetatie;NL11;;;M1a;113933;466427;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;Evaluatie_KRW;Evaluatie_KRW;FYCHEM_HYBI;FYCHEM_HYBI;Lichte klei;47;2600-EAG-6;NL11_2_4
PZH135;;vis vaarten Zevenhoven;NL11;;;M10;116256;465689;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;historieVIS;;Onderzoek;;HYBI;;Veen;47;2600-EAG-8;NL11_2_4
PZH136;;vis vaarten Zevenhoven;NL11;;;M10;113596;468643;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Zware klei;47;2600-EAG-1;NL11_2_4
PZH137;;vis vaarten Zevenhoven;NL11;;;M10;114581;466001;;;lijnvormig;Coordinaten kloppen niet | nog morf check | ;;;VISKRW;;KRW;;HYBI;;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH139;;mp vegetatie NIOO flexpeil PZH1;NL11;;;M1a;116867;465664;;;plas_dras; | nog morf check | ;;;;;;;;;Veen;47;2600-EAG-9;
PZH140;;mp vegetatie NIOO flexpeil PZH2;NL11;;;M1a;116743;465454;;;lijnvormig; | nog morf check | ;;;;;;;;;Veen;47;2600-EAG-9;
PZH141;;mp vegetatie NIOO flexpeil PZH3;NL11;;;M1a;116497;465522;;;plas_dras; | nog morf check | ;;;;;;;;;Veen;47;2600-EAG-9;
PZH142;;mp vegetatie NIOO flexpeil PZH4;NL11;;;M1a;116519;465700;;;plas_dras; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2600-EAG-9;
PZH143;;mp vegetatie NIOO flexpeil PZH5;NL11;;;M1a;116766;465787;;;lijnvormig; | nog morf check | ;;;;;;;;;Veen;47;2600-EAG-9;
PZH144;;mp vegetatie NIOO flexpeil PZH6;NL11;;;M1a;116871;466120;;;plas_dras; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2600-EAG-9;
PZH145;;macrofyten 2014;NL11;;;M1a;116692;466476;;;plas_dras; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH146;;macrofyten 2014;NL11;;;M1a;116261;465827;;;plas_dras; | nog morf check | ;;H20170821: volledig verruigd. Alternatief PZH142 deze ook in meetnet 2014. Of bij PZH146, dat nu dus op land ligt, de dichtstbijzijnde waterlijn zoeken van de plas;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH147;;macrofyten 2014;NL11;;;M1a;116460;465332;;;plas_dras; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH148;;macrofyten 2014;NL11;;;M1a;116843;466040;;;plas_dras; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH149;;macrofyten 2014;NL11;;;M1a;116666;465545;;;plas_dras; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH150;;macrofyten 2014;NL11;;;M1a;116650;466428;;;plas_dras; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH151;;macrofyten 2014;NL11;;;M1a;116478;466235;;;plas_dras; | nog morf check | ;;;MACFTGBD;;KRW;;HYBI;;Veen;47;2600-EAG-9;
PZH152;;macrofyten 2014;NL11;;;M1a;116482;465988;;;plas_dras; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-9;
PZH153;;macrofyten 2014;NL11;;;M1a;114284;469658;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH154;;macrofyten 2014;NL11;;;M1a;114523;468411;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH155;;macrofyten 2014;NL11;;;M1a;115362;465688;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH156;;macrofyten 2014;NL11;;;M1a;114943;465872;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-8;NL11_2_4
PZH157;;macrofyten 2014;NL11;;;M1a;114523;468411;;;lijnvormig; | nog morf check | ;;PZH157 ligt opzelfde plek als PZH154;MACFTGBD;;KRW;;HYBI;;Zware klei;47;2600-EAG-5;NL11_2_4
PZH158;;macrofyten 2014;NL11;;;M1a;114096;467000;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-6;NL11_2_4
PZH159;;macrofyten 2014;NL11;;;M1a;114731;467919;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH160;;macrofyten 2014;NL11;;;M1a;113810;468492;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH161;;macrofyten 2014;NL11;;;M1a;114469;469868;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH162;;macrofyten 2014;NL11;;;M1a;114933;465351;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-8;NL11_2_4
PZH163;;macrofyten 2014;NL11;;;M1a;115208;465836;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH164;;macrofyten 2014;NL11;;;M1a;114856;466815;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH165;;macrofyten 2014;NL11;;;M1a;115668;467066;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-1;NL11_2_4
PZH166;;macrofyten 2014;NL11;;;M1a;115965;466050;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-8;NL11_2_4
PZH167;;macrofyten 2014;NL11;;;M1a;116099;465895;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH168;;macrofyten 2014;NL11;;;M1a;113997;469500;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;Evaluatie_KRW;Evaluatie_KRW;FYCHEM_HYBI;FYCHEM_HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH169;;macrofyten 2014;NL11;;;M1a;114664;468597;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-5;NL11_2_4
PZH170;;macrofyten 2014;NL11;;;M1a;115873;467071;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-1;NL11_2_4
PZH171;;macrofyten 2014;NL11;;;M1a;114120;469990;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;Evaluatie_KRW;Evaluatie_KRW;FYCHEM_HYBI;FYCHEM_HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH172;;macrofyten 2014;NL11;;;M10;116028;466235;;;lijnvormig; | nog morf check | ;;;MACFTGBD_MACFTKRW_MACFTKRWOM_MACFTKRWTT;MACFTGBD_MACFTKRWOM_MACFTKRWTT;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH173;;macrofyten 2014;NL11;;;M1a;115913;466255;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-8;NL11_2_4
PZH174;;macrofyten 2014;NL11;;;M1a;114023;468530;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH176;;macrofyten 2014;NL11;;;M1a;114450;467312;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH177;;macrofyten 2014;NL11;;;M1a;116198;465666;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-8;NL11_2_4
PZH178;;macrofyten 2014;NL11;;;M1a;114957;466672;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH179;;macrofyten 2014;NL11;;;M1a;114757;468062;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH180;;macrofyten 2014;NL11;;;M1a;110945;468091;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-2;
PZH181;;macrofyten 2014;NL11;;;M1a;111345;467975;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-3;
PZH182;;macrofyten 2014;NL11;;;M1a;112056;468572;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;Evaluatie_KRW;Evaluatie_KRW;FYCHEM_HYBI;FYCHEM_HYBI;Lichte klei;47;2600-EAG-2;
PZH183;;macrofyten 2014;NL11;;;M1a;112379;469477;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-3;
PZH184;;macrofyten 2014;NL11;;;M1a;112855;469518;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-4;
PZH185;;macrofyten 2014;NL11;;;M1a;113218;468340;;;lijnvormig; | nog morf check | ;;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-6;NL11_2_4
PZH186;;macrofyten 2014;NL11;;;M1a;113534;469941;;;lijnvormig; | nog morf check | ;;;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;Evaluatie_KRW;Evaluatie_KRW;FYCHEM_HYBI;FYCHEM_HYBI;Lichte klei;47;2600-EAG-4;
PZH187;;macfyt 2020 achter in land bij Zuideinde 37;NL11;;;M1a;114368;465928;;;lijnvormig;;inzicht in EAG 8;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-8;NL11_2_4
PZH188;;macfyt 2020 achter in land bij Hogedijk 25;NL11;;;M1a;114810;467368;;;lijnvormig;;inzicht in EAG 8;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH189;;macfyt 2020 achter in land bij Hogedijk 17;NL11;;;M1a;115381;467144;;;lijnvormig;;inzicht in EAG 8;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH190;;macfyt 2020 in hwg zuidkant van EAG 8;NL11;;;M1a;115339;465258;;;lijnvormig;;volgen invloed vernatting van gebied tzv EAG 8;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-8;NL11_2_4
PZH191;;macfyt 2020 achter in land nabij Noordeinde 22;NL11;;;M1a;113343;467327;;;lijnvormig;;inzicht in EAG 6;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-6;NL11_2_4
PZH192;;macfyt 2020 achterin land nabij blokland 2-4;NL11;;;M1a;112812;468461;;;lijnvormig;;inzicht in EAG 6;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-6;NL11_2_4
PZH193;;macfyt 2020 achter in land aan Noordkant bij Ringsloot;NL11;;;M1a;114420;470595;;;lijnvormig;;inzicht in EAG 5;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-5;NL11_2_4
PZH194;;macfyt 2020 achter in land nabij Hogedijk 41;NL11;;;M1a;114612;469246;;;lijnvormig;;inzicht in EAG 5;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH195;;macfyt 2020 wg langs achterweg 12a;NL11;;;M1a;113543;468841;;;lijnvormig;;inzicht in EAG 5;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-1;NL11_2_4
PZH196;;macfyt 2020 achter in land bij Achterweg;NL11;;;M1a;114045;468089;;;lijnvormig;;inzicht in EAG 5;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-5;NL11_2_4
PZH197;;macfyt 2020;NL11;;;M1a;111930;469377;;;lijnvormig;;inzicht in EAG 4;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Zware klei;47;2600-EAG-3;
PZH198;;mafyt 2020 nabij blokland 49;NL11;;;M1a;113579;470174;;;lijnvormig;;inzicht in EAG 1;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-1;NL11_2_4
PZH199;;macfyt 2020;NL11;;;M1a;116107;465495;;;lijnvormig;;inzicht in EAG 1;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Veen;47;2600-EAG-1;NL11_2_4
PZH200;;macfyt 2020 nabij Achterweg 2 en 4;NL11;;;M1a;114586;466611;;;lijnvormig;;inzicht in EAG 1;;MACFTGBD;MACFTGBD;KRW;KRW;HYBI;HYBI;Lichte klei;47;2600-EAG-1;NL11_2_4
RBP001;;Rembrandtpark;NL11;;;M3;118147;486290;;;lijnvormig;Coordinaten of drielettercode kloppen niet | nog morf check | ;;;MACFTGBD_MACFTOZ_Overig-fychem_ROUTINE_historieMACEV_historieMACFT;MACFTOZ;Evaluatie_KRW_Onderzoek;Onderzoek;FYCHEM_HYBI;HYBI;Bebouwing;8070;8070-EAG-2;
RIJ001;;Einde Noordelijke watergang bij gemaal Rijnkade repr voor industriegebied;NL11;;;;130019;480337;;;lijnvormig;meeste water van industriegebied en GAF 6590 wordt hier afgevoerd naar Aquamarin ;TOX meting wegens riooloverstorten, BBO's en sliblaag ;;Overig-fychem_TOX_SIMONI_PS;;Onderzoek;;FYCHEM_TOX;;Bebouwing;69;6590-EAG-1;
RKP001;;Voor krooshek gemaal Jaagpad 160 aan de Riekerweg;NL11;;;M10;117178;482932;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_DIEPTE-FYCHEM_Overig-fychem_ROUTINE_VASTGEMA_VASTRIJ_historieMACFT;DIEPTE-FYCHEM_VASTGEMA_VASTRIJ;Evaluatie_Onderzoek_VMgemalen_Waterakkoord_Watergebiedsplannen;VMgemalen_Waterakkoord;FYCHEM_HYBI;FYCHEM;Bebouwing;521;8080-EAG-2;
RKP002;;Volkstuinen Eigen Hof;NL11;;;M10;115082;483802;;;lijnvormig; | nog morf check | ;;;ROUTINE_historieMACFT;;Evaluatie_Onderzoek;;FYCHEM_HYBI;;Veen;521;8080-EAG-2;
RKP003;;Inlaat Riekerhaven;NL11;;;M6b;117945;484020;;;lijnvormig;Coordinaten of drielettercode kloppen niet | nog morf check | ;;;Riekpol;;Evaluatie;;FYCHEM;;Bebouwing;45;1000-EAG-1;NL11_2_1
RKP004;;Inlaat Ringvaart/Oeverlanden, ringvaart;NL11;;;;115549;482716;;;lijnvormig; | nog morf check | ;;;Riekpol;;Evaluatie;;FYCHEM;;Bebouwing;;;
RKP005;;Inlaat Ringvaart/Oeverlanden, polder;NL11;;;M10;115570;482770;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Riekpol;;Evaluatie_KRW;;FYCHEM_HYBI;;Bebouwing;521;8080-EAG-2;
RKP006;;Inlaat Ringvaart/Oeverlanden, extra;NL11;;;M10;115590;482729;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Riekpol;;Evaluatie_KRW;;FYCHEM_HYBI;;Bebouwing;521;8080-EAG-2;
RKP007;;duiker sportcomplex Sloten;NL11;;;M10;115731;483714;;;lijnvormig; | nog morf check | ;;;Riekpol;;Evaluatie;;FYCHEM;;Bebouwing;521;8080-EAG-1;
RKP008;;Sloterweg/ Billie Hollidaystraat;NL11;;;M10;116631;483996;;;lijnvormig; | nog morf check | ;;;MACFTGBD_Riekpol;;Evaluatie_KRW;;FYCHEM_HYBI;;Bebouwing;521;8080-EAG-2;
RKP009;;Henk Sneevlietweg;NL11;;;M10;117372;484228;;;lijnvormig; | nog morf check | ;;;Riekpol;;Evaluatie;;FYCHEM;;Bebouwing;521;8080-EAG-2;
RKP010;;Sloterweg bij duiker naast lant.paal 24419;NL11;;;M10;115829;483888;;;lijnvormig; | nog morf check | ;;;ADMWEST-WGP_DIEPTE-FYCHEM_FYTOPLANKTONABUNDANTIE_MACFTGBD;;Evaluatie_KRW_Watergebiedsplannen;;FYCHEM_HYBI;;Veen;521;8080-EAG-2;
RKP011;;Sportpark, inlaat Riekerpolder;NL11;;;M10;114775;483758;;;lijnvormig; | nog morf check | ;;;ADMWEST-WGP;;Watergebiedsplannen;;FYCHEM;;Veen;521;8080-EAG-2;
RKP012;;Voor krooshek gemaal Ringvaartdijk;NL11;;;M10;114525;483782;;;lijnvormig; | nog morf check | ;;;ADHOC_ADMWEST-WGP_BEDWAT_DIEPTE-FYCHEM_VASTGEMA;DIEPTE-FYCHEM_VASTGEMA;Evaluatie_VMgemalen_Watergebiedsplannen;VMgemalen;FYCHEM;FYCHEM;Veen;521;8080-EAG-2;
