GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRWmonitoringslocatie_SGBP3;KRWmonitoringslocatie_SGBP3_MeetpuntInAquoKit20200701;SGBP3_NAAM;OPMERKING;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver;StedelijkLandelijk;LANDBOUWGEB;OppEAG;OppWater;OppLand;OmtrekWater;OppWater0_1m;OppWater1_8m;OppWater8m;Opp verhard;Opp onverhard;Opp water (BGT);percOpenwater;Formule_omtrekoppervlak
3240-EAG-1;Polder Dorssewaard, Polder Dorssewaard;20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;1293695;77536;1216159;38645;;;;119484;1098828;75397;6;0.007205405
3250-EAG-1;Vreeland (oost), Vreeland (oost);20160428;;;;;;;;KRW Overig water;;M1a;WBP 2016-2021;sloot;;Landelijk;hoge_potentie_lb;109229;13339;95890;3908;;;;20496;75390;13339;12;0.029553375
3260-EAG-1;Blijkpolder, Blijkpolder;20160428;;;;;;;;KRW Overig water;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;hoge_potentie_lb;448193;72245;375948;7379;;;;171866;204060;72279;16;0.036425573
3300-EAG-1;Muyeveld, Loosdrechtsche Plassen;20160428;;NL11_5_1;NL11_5_5;NL11_Loosdrechtseplassen;NL11_LoosdrechtsePlas1;NL11_LoosdrechtsePlas1tm5;Loosdrechtse plassen 1tm5;KRW Waterlichaam;Loosdrechtse Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;11241307;9810351;1430956;96041;140853;9686080;0;336034;1100256;9867243;87;0.032612613
3300-EAG-13;Muyeveld, Weersloot oost;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;NL11_SterenZodden;NL11_Sterenzodden;Ster en zodden;KRW Waterlichaam;;M10;;sloot;;Landelijk;aandachtsgebied;2362810;295267;2067543;97757;;;;4;0;0;12;0.005558525
3300-EAG-14;Muyeveld, Weersloot west;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;NL11_SterenZodden;NL11_Sterenzodden;Ster en zodden;KRW Waterlichaam;;M10;;sloot;;Landelijk;overig;399145;56267;342878;14396;;;;;;;14;0.016477262
3300-EAG-15;Muyeveld, Oostelijke Drecht noord;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;NL11_SterenZodden;NL11_Sterenzodden;Ster en zodden;KRW Waterlichaam;;M10;;sloot;;Landelijk;aandachtsgebied;3207634;517446;2690188;124483;;;;;;;16;0.005778598
3300-EAG-16;Muyeveld, Oostelijke Drecht zuid;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;NL11_SterenZodden;NL11_Sterenzodden;Ster en zodden;KRW Waterlichaam;;M10;;sloot;;Landelijk;aandachtsgebied;1267781;73374;1194407;45843;;;;;;;6;0.005908783
3300-EAG-17;Muyeveld, De Ster noord;20190705;;;;;;;;KRW Overig water;;M1a;;sloot;;Landelijk;aandachtsgebied;4230828;205729;4025098;100129;;;;;;;5;0.004529892
3300-EAG-18;Muyeveld, De Ster zuid;20190705;;;;;;;;KRW Overig water;;M1a;;sloot;;Landelijk;overig;2238903;56656;2182247;31529;;;;;;;3;0.007549406
3300-EAG-2;Muyeveld, Nieuwe Polderplas;20160428;;NL11_5_1;NL11_5_5;NL11_Loosdrechtseplassen;NL11_LoosdrechtsePlas1;NL11_LoosdrechtsePlas1tm5;Loosdrechtse plassen 1tm5;KRW Waterlichaam;;M27;WBP 2016-2021;plas;;Landelijk;overig;265268;238162;27107;3314;4410;233928;0;6059;9299;183650;90;0.147259639
3300-EAG-3;Muyeveld, Kievitsbuurt noord;20160428;;NL11_5_1;NL11_5_6;NL11_Loosdrechtseplassen;NL11_Kievitsbuurt;NL11_Kievitsbuurt;Kievitsbuurt;KRW Waterlichaam;Kievitsbuurt;M27;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;1664886;1251943;412943;91403;130050;1126739;0;114095;289241;1261553;75;0.012241421
3300-EAG-4;Muyeveld, Kievitsbuurt zuid;20160428;;NL11_5_1;NL11_5_6;NL11_Loosdrechtseplassen;NL11_Kievitsbuurt;NL11_Kievitsbuurt;Kievitsbuurt;KRW Waterlichaam;Kievitsbuurt;M27;WBP 2016-2021;plas;;Landelijk;hoge_potentie_lb;1121603;875411;246192;58441;87149;789210;0;9952;230316;881339;78;0.01600989
3300-EAG-5;Muyeveld, Breukeleveensche of Stille Plas;20160428;;NL11_5_1;NL11_5_7;NL11_Loosdrechtseplassen;NL11_BreukeleveenschePl;NL11_BreukeleveenschePlas;Breukeleveensche plas;KRW Waterlichaam;Stille Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;2476608;1867327;609281;32705;48378;1818797;0;58367;552927;1867170;75;0.041782655
3300-EAG-6;Muyeveld, Tienhovensche Plassen noord;20160428;;NL11_5_1;NL11_5_8;NL11_Loosdrechtseplassen;NL11_TienhovensePlassen;NL11_TienhovensePlassen;Tienhovense plassen;KRW Waterlichaam;Tienhovense Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;388057;210498;177559;17059;25066;185436;0;14484;163079;210496;54;0.02689493
3300-EAG-7;Muyeveld, Tienhovensche Plassen zuid;20160428;;NL11_5_1;NL11_5_8;NL11_Loosdrechtseplassen;NL11_TienhovensePlassen;NL11_TienhovensePlassen;Tienhovense plassen;KRW Waterlichaam;Tienhovense Plas;M27;WBP 2016-2021;plas;;Landelijk;overig;513496;246638;266858;25102;36728;209912;0;20016;246842;246638;48;0.019784345
3300-EAG-8;Muyeveld, Vuntus;20160428;;NL11_5_1;NL11_5_9;NL11_Loosdrechtseplassen;NL11_Vuntus;NL11_Vuntus;Vuntus;KRW Waterlichaam;Vuntus;M27;WBP 2016-2021;plas;;Landelijk;overig;1445318;958934;486384;28116;41700;917342;0;117734;366199;961395;66;0.034828985
3300-EAG-9;Muyeveld, Kromme Rade;20160428;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;NL11_SterenZodden;NL11_Sterenzodden;Ster en zodden;KRW Waterlichaam;Vuntus;M10;WBP 2016-2021;sloot;;Landelijk;overig;1753624;337953;1415670;55188;;;;56966;1303761;315800;19;0.010533762
3301-EAG-1;Gansenhoef oost, Gansenhoef;20160428;;;;;;;;KRW Overig water;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;aandachtsgebied;796078;119997;676081;36501;;;;9725;664867;121487;15;0.009490311
3301-EAG-2;Gansenhoef oost, Staatsbosbheer;20160428;;;;;;;;KRW Overig water;;M11;20161205_MemoWatertypenOverigWater;kleine plas;;Landelijk;overig;28342;5217;23125;1184;;;;0;23006;5335;18;0.061004057
3302-EAG-1;Oostelijke Binnenpolder van Tienhoven, overig;20160428;;NL11_6_5;NL11_6_9;NL11_MolenpolderTienhove;NL11_OostelijkeBinnenpo;NL11_OostelijkeBinnenpolder;Oostelijke Binnenpolder van Tienhoven;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;1878272;250968;1627304;100849;;;;8256;1620491;206996;13;0.004967497
3302-EAG-2;Oostelijke Binnenpolder van Tienhoven, petgaten;20160428;;NL11_6_5;NL11_6_9;NL11_MolenpolderTienhove;NL11_OostelijkeBinnenpo;NL11_OostelijkeBinnenpolder;Oostelijke Binnenpolder van Tienhoven;KRW Waterlichaam;;M10;WBP 2016-2021;sloot;;Landelijk;overig;194270;121511;72759;8585;;;;1282;74848;118144;63;0.040603876
3303-EAG-1;Gansenhoef west, Gansenhoef west;20160428;;;;;;;;KRW Overig water;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;hoge_potentie_lb;364634;11001;353633;7866;;;;12227;340956;11450;3;0.013334052
3310-EAG-1;Loenderveen (GWA), Waterleidingkanaal;20160428;;;;;;;;KRW Overig water;;M10;WBP 2016-2021;sloot;;Landelijk;overig;241341;132173;109168;20648;;;;17705;90289;133346;55;0.017607325
3310-EAG-2;Loenderveen (GWA), Waterleidingplas;20160428;;NL11_3_9;NL11_3_9;NL11_Waterleidingplas;NL11_Waterleidingplas;NL11_Waterleidingplas;Waterleidingplas;KRW Waterlichaam;Waterleidingplas;M20;WBP 2016-2021;plas;;Landelijk;overig;1336313;1239669;96644;7459;11075;974788;253638;6105;89882;1240333;93;0.149269907
3311-EAG-1;Bethunepolder,;20170202;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;2528229;249315;2278914;145437;;;;48608;2223108;256514;10;0.003433202
3311-EAG-10;Bethunepolder,;20170202;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;63416;5597;57819;4975;;;;0;57643;5773;9;0.015037809
3311-EAG-2;Bethunepolder,;20170202;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;190451;15189;175262;8618;;;;425;174240;15787;8;0.014300727
3311-EAG-3;Bethunepolder,;20170202;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;aandachtsgebied;924142;38666;885476;45753;;;;9910;872729;41503;4;0.004297789
3311-EAG-5;Bethunepolder,;20170202;;;;;;;;KRW Overig water;;M8;WBP 2016-2021;sloot;;Landelijk;overig;53585;5055;48530;2464;;;;8;48468;5109;9;0.02885492
